time	footprint_radius_xcut_0.05
0	0
0.01	0.112265
0.02	0.181036
0.03	0.228034
0.04	0.266845
0.05	0.299411
0.06	0.330577
0.07	0.360895
0.08	0.386662
0.09	0.415786
0.1	0.440453
0.11	0.464313
0.12	0.492601
0.13	0.521176
0.14	0.551649
0.15	0.579199
0.16	0.605352
0.17	0.630122
0.18	0.653678
0.19	0.676214
0.2	0.697621
0.21	0.719221
0.22	0.737901
0.23	0.758262
0.24	0.775285
0.25	0.792932
0.26	0.810053
0.27	0.828454
0.28	0.844363
0.29	0.860049
0.3	0.87554
0.31	0.890829
