time	volume_axi	kinetic_proxy	max_speed	leaf_cells	max_level	min_delta	f_min	f_max	invalid
0	4.1877210982929638	2.0474427812156248	1	5830	8	0.03125	0	1	0
0.01	4.1876951516518881	1.9919349590914743	4.3223940255564619	4204	8	0.03125	0	1	0
0.02	4.1876806674406524	1.9875095086178709	4.565892572253115	4219	8	0.03125	0	1	0
0.029999999999999999	4.1876812161888886	1.9834865746997341	4.9418628071131208	4222	8	0.03125	0	1	0
0.040000000000000001	4.1876883287598314	1.9785904517237127	5.3268496780271093	4240	8	0.03125	0	1	0
0.050000000000000003	4.1876876362146991	1.9733190952873585	5.6499299925722601	4273	8	0.03125	0	1	0
0.060000000000000005	4.1876860181535918	1.9672931759911076	5.863590304186646	4276	8	0.03125	0	1	0
0.070000000000000007	4.1876839606694993	1.9605960360827537	5.7778969644926939	4279	8	0.03125	0	1	0
0.080000000000000002	4.187685212488466	1.9532803522240529	5.8092342265801067	4279	8	0.03125	0	1	0
0.089999999999999997	4.1876811327602059	1.9454520947283149	5.8628088763450537	4303	8	0.03125	0	1	0
0.099999999999999992	4.1876815946826378	1.9373986201790088	5.8071119578513599	4297	8	0.03125	0	1	0
0.10999999999999999	4.1876871235889164	1.9289276024960362	5.5810287806353021	4309	8	0.03125	0	1	0
0.11999999999999998	4.1876874736633267	1.9205916461420047	5.570491926347243	4312	8	0.03125	0	1	0
0.12999999999999998	4.1876866418036558	1.9123716571791505	5.4518438421675715	4312	8	0.03125	0	1	0
0.13999999999999999	4.1876942647197337	1.9041819911223283	5.2078034049346176	4294	8	0.03125	0	1	0
0.14999999999999999	4.1876925877268292	1.8958600292007366	5.2179689019688142	4300	8	0.03125	0	1	0
0.16	4.1876940784807282	1.8874408440571779	4.969678157899442	4309	8	0.03125	0	1	0
0.17000000000000001	4.1876769144768682	1.8791118673590224	4.697433014356811	4309	8	0.03125	0	1	0
0.18000000000000002	4.1876697953843394	1.871489816473985	4.6439323183925163	4324	8	0.03125	0	1	0
0.19000000000000003	4.1876783040440921	1.8638316832378128	4.3677495544774585	4321	8	0.03125	0	1	0
0.20000000000000004	4.1876931601489433	1.8571438610890807	4.2017971223856714	4306	8	0.03125	0	1	0
0.21000000000000005	4.187682646590476	1.8496411317400079	4.0756052140919383	4294	8	0.03125	0	1	0
0.22000000000000006	4.1876761296147222	1.8438829029829349	3.8747300977975994	4324	8	0.03125	0	1	0
0.23000000000000007	4.1876649027549293	1.8367006236068075	3.7829350818244269	4324	8	0.03125	0	1	0
0.24000000000000007	4.1876355435112593	1.8306256979943616	3.600981706647544	4324	8	0.03125	0	1	0
0.25000000000000006	4.187623759671574	1.8288276120134297	3.4557256257976214	4327	8	0.03125	0	1	0
0.26000000000000006	4.1876205171698917	1.8287715788019603	3.2436769226533215	4321	8	0.03125	0	1	0
0.27000000000000007	4.1876248350195029	1.827492250258262	3.0733868401003166	4318	8	0.03125	0	1	0
0.28000000000000008	4.1876182029906239	1.8340844902382063	2.8528550492856537	4306	8	0.03125	0	1	0
0.29000000000000009	4.1876173464620319	1.8314683676418422	2.7805939693646904	4282	8	0.03125	0	1	0
0.3000000000000001	4.1876026516083602	1.8377453142047118	2.702534048469234	4279	8	0.03125	0	1	0
0.31000000000000011	4.1875932185505071	1.8580605456374484	2.9713494329029193	4300	8	0.03125	0	1	0
