time	volume_axi	kinetic_proxy	max_speed	leaf_cells	max_level	min_delta	f_min	f_max	invalid
0	4.188726289257259	2.0823911012702778	1	33004	10	0.0078125	0	1	0
0.01	4.1887183203119802	2.0675610883789606	3.0952112974179196	10492	10	0.0078125	0	1	0
0.02	4.1887175300911892	2.0660173961084074	4.2788088833899902	10690	10	0.0078125	0	1	0
0.029999999999999999	4.1887192133291924	2.0653201468753513	6.6333883355201975	10630	10	0.0078125	0	1	0
0.040000000000000001	4.1887192877680457	2.0645575184805938	9.945719949815226	10714	10	0.0078125	0	1	0
0.050000000000000003	4.188718701719619	2.0622778702074269	11.310456491753587	10798	10	0.0078125	0	1	0
0.060000000000000005	4.1887181973999583	2.0583253339597158	11.707442516481287	10768	10	0.0078125	0	1	0
0.070000000000000007	4.1887182394814833	2.0528926925413833	11.232996648802406	10738	10	0.0078125	0	1	0
0.080000000000000002	4.1887180495693821	2.0463966063048997	10.041854827348123	10666	10	0.0078125	0	1	0
0.089999999999999997	4.1887173659583974	2.039422485648712	8.5869856350350844	10741	10	0.0078125	0	1	0
0.099999999999999992	4.188715444927384	2.0324057861502509	6.8645546347159083	10699	10	0.0078125	0	1	0
0.10999999999999999	4.1887147867875623	2.0253444949396755	6.1712722116918908	10681	10	0.0078125	0	1	0
0.11999999999999998	4.1887114937228818	2.0164155236263457	5.5880066422867571	10639	10	0.0078125	0	1	0
0.12999999999999998	4.1887102135827057	2.0063795077012156	5.1857997083509924	10585	10	0.0078125	0	1	0
0.13999999999999999	4.1887112509611617	1.9967537082974747	4.8496373392792798	10444	10	0.0078125	0	1	0
0.14999999999999999	4.1887075287571189	1.9871869812612692	4.5569848037346121	10471	10	0.0078125	0	1	0
0.16	4.1887041446523758	1.9774278368313751	4.3340543178016722	10372	10	0.0078125	0	1	0
0.17000000000000001	4.1887029675469618	1.9674159877530457	4.1427700313942113	10387	10	0.0078125	0	1	0
0.18000000000000002	4.1886976695347942	1.9572021024921509	3.9718611835997062	10282	10	0.0078125	0	1	0
0.19000000000000003	4.1886926189597489	1.9468292974582588	3.8201418531942215	10189	10	0.0078125	0	1	0
0.20000000000000004	4.1886930901612089	1.93636667469577	3.7011340788460174	10153	10	0.0078125	0	1	0
0.21000000000000005	4.1886894125694116	1.9258562599903948	3.5620625881177679	10120	10	0.0078125	0	1	0
0.22000000000000006	4.1886839698943774	1.9151555062275298	3.4363999964440892	10099	10	0.0078125	0	1	0
0.23000000000000007	4.1886831112402154	1.9044490462733838	3.3225065139287144	10099	10	0.0078125	0	1	0
0.24000000000000007	4.1886795508837738	1.8936591840974955	3.2026799463249711	10063	10	0.0078125	0	1	0
0.25000000000000006	4.1886757493916535	1.8828294068398561	3.0949141448151773	9964	10	0.0078125	0	1	0
0.26000000000000006	4.1886739071150165	1.8719585376752557	2.9823787648081668	9928	10	0.0078125	0	1	0
0.27000000000000007	4.1886737462847607	1.860973767421177	2.877133323236408	9913	10	0.0078125	0	1	0
0.28000000000000008	4.1886719994785429	1.8498874540738748	2.7746681985330586	9865	10	0.0078125	0	1	0
0.29000000000000009	4.1886693835638562	1.8387827086940642	2.6865102164464161	9856	10	0.0078125	0	1	0
0.3000000000000001	4.1886673567220036	1.8276395375305232	2.6300476927231102	9823	10	0.0078125	0	1	0
0.31000000000000011	4.1886663965209214	1.8164544263472198	2.5777141387218072	9640	10	0.0078125	0	1	0
