time	volume_axi	kinetic_proxy	max_speed	leaf_cells	max_level	min_delta	f_min	f_max	invalid
0	4.1887862100472359	2.0913710578735643	1	460933	12	0.001953125	0	1	0
0.01	4.1887863540112393	2.0851927064823679	2.2584566153667542	40561	12	0.001953125	0	1	0
0.02	4.1887863929003881	2.0851034073787167	2.9919395146357988	37942	12	0.001953125	0	1	0
0.029999999999999999	4.1887864135356621	2.0850343675513883	4.0205351880522393	35905	12	0.001953125	0	1	0
0.040000000000000001	4.1887865796033266	2.0849451088946123	6.4631309658125229	34828	12	0.001953125	0	1	0
0.050000000000000003	4.1887866139682028	2.0843483683307205	18.874294947739838	33913	12	0.001953125	0	1	0
0.060000000000000005	4.1887866649096477	2.0811772894690432	17.281509948912316	33109	12	0.001953125	0	1	0
0.070000000000000007	4.1887864844560552	2.0759274243201982	10.566851233198181	32407	12	0.001953125	0	1	0
0.080000000000000002	4.1887863067381845	2.0696477420786392	8.3590592768361347	31714	12	0.001953125	0	1	0
0.089999999999999997	4.1887860749321622	2.0626283142808082	7.0308405936253981	31165	12	0.001953125	0	1	0
0.099999999999999992	4.1887861014789136	2.0550744611145291	6.1817437251456342	30958	12	0.001953125	0	1	0
0.10999999999999999	4.1887859075856113	2.0470669355346978	5.5689075970981268	30910	12	0.001953125	0	1	0
0.11999999999999998	4.1887858645140854	2.0386716530890734	5.0997088787993237	30541	12	0.001953125	0	1	0
0.12999999999999998	4.1887856783117074	2.0299666245009242	4.7624431212339449	30328	12	0.001953125	0	1	0
0.13999999999999999	4.1887856799233472	2.0209423063423055	4.4786136442554207	30112	12	0.001953125	0	1	0
0.14999999999999999	4.1887851431324696	2.0116815772196905	4.2511698961426889	29878	12	0.001953125	0	1	0
0.16	4.1887848647669275	2.0021981671446221	4.042564601345398	29764	12	0.001953125	0	1	0
0.17000000000000001	4.188784462027674	1.9924981540258015	3.8858282699252449	29686	12	0.001953125	0	1	0
0.18000000000000002	4.1887840331831141	1.9825865395090334	3.7333858982799799	29356	12	0.001953125	0	1	0
0.19000000000000003	4.1887837269110255	1.9725506143832221	3.6067255945658165	29155	12	0.001953125	0	1	0
0.20000000000000004	4.1887836334526369	1.962353795299324	3.4885132560569176	29032	12	0.001953125	0	1	0
0.21000000000000005	4.1887830159422244	1.9519759638626051	3.3761389843724836	28786	12	0.001953125	0	1	0
0.22000000000000006	4.1887826681191394	1.9415137149182071	3.2659498632949533	28768	12	0.001953125	0	1	0
0.23000000000000007	4.1887820583664377	1.9309582543337453	3.1591857925013547	28648	12	0.001953125	0	1	0
0.24000000000000007	4.188781646425956	1.9202114272485968	3.0713505966976276	28474	12	0.001953125	0	1	0
0.25000000000000006	4.1887799614077794	1.9093966382138532	2.9796602479691274	28201	12	0.001953125	0	1	0
0.26000000000000006	4.1887789131965398	1.8985184451730222	2.8938730748615473	28207	12	0.001953125	0	1	0
0.27000000000000007	4.1887785787248824	1.8875559309842431	2.8162091552724831	28210	12	0.001953125	0	1	0
0.28000000000000008	4.1887776722510539	1.8764289051446581	2.7415689189549823	28090	12	0.001953125	0	1	0
0.29000000000000009	4.1887768614937926	1.8652762201013695	2.6736568863119774	27985	12	0.001953125	0	1	0
0.3000000000000001	4.1887763866459213	1.8540458717411803	2.6077225638502837	27961	12	0.001953125	0	1	0
0.31000000000000011	4.1887757286925265	1.8427574037403676	2.5496189273509864	27862	12	0.001953125	0	1	0
