time	l11_to_l12	l12_to_l11	symmetric_hausdorff_R
0.1	0.00216427	0.00291422033767181	0.00291422033767181
0.2	0.0020011300000000003	0.0027950665704594584	0.0027950665704594584
0.3	0.002005893008113826	0.0026695978736319074	0.0026695978736319074
