time	volume_axi	kinetic_proxy	max_speed	leaf_cells	max_level	min_delta	f_min	f_max	invalid
0.31000000000000011	4.1875932185505071	1.8580605456374484	2.9713494329029193	4300	8	0.03125	0	1	0
