time_s	time_after_contact_ms	ring_center_lab_m	all_water_top_m	coherent_top_m	coherent_top_radius_m	central_coherent_top_m	detached_water_top_m	water_samples	coherent_samples	detached_samples
0.092	-50.4166667	0.0605008194675	-0.000499380532516	-0.000499380532516	0	-0.000499380532516	nan	29040	29040	0
0.094	-48.4166667	0.0586769817363	-0.000323218263674	-0.000323218263674	0	-0.000323218263674	nan	29282	29282	0
0.096	-46.4166667	0.0568139269257	-0.00118627307427	-0.00118627307427	0	-0.00118627307427	nan	29403	29403	0
0.098	-44.4166667	0.0549116554643	-0.00108854453567	-0.00108854453567	0	-0.00108854453567	nan	29645	29645	0
0.1	-42.4166667	0.052970167524	-0.00103003247597	-0.00103003247597	0	-0.00103003247597	nan	29887	29887	0
0.102	-40.4166667	0.0509894633019	-0.00101073669809	-0.00101073669809	0	-0.00101073669809	nan	30129	30129	0
0.104	-38.4166667	0.0489695430395	-0.00103075696051	-0.00103075696051	0	-0.00103075696051	nan	30371	30371	0
0.106	-36.4166667	0.0469104069452	-8.98930547705e-05	-8.98930547705e-05	0	-8.98930547705e-05	nan	30734	30734	0
0.108	-34.4166667	0.0448120552543	-0.0001882447457	-0.0001882447457	0	-0.0001882447457	nan	30976	30976	0
0.11	-32.4166667	0.0426744881698	-0.000325811830203	-0.000325811830203	0	-0.000325811830203	nan	31218	31218	0
0.112	-30.4166667	0.0404977058887	-0.000502594111254	-0.000502594111254	0	-0.000502594111254	nan	31460	31460	0
0.114	-28.4166667	0.0382817086472	-0.000718591352825	-0.000718591352825	0	-0.000718591352825	nan	31702	31702	0
0.116	-26.4166667	0.0360264966707	-0.000973803329339	-0.000973803329339	0	-0.000973803329339	nan	31944	31944	0
0.118	-24.4166667	0.0337320701598	-0.000268229840246	-0.000268229840246	0	-0.000268229840246	nan	32307	32307	0
0.12	-22.4166667	0.0313984293428	-0.000601870657223	-0.000601870657223	0	-0.000601870657223	nan	32549	32549	0
0.122	-20.4166667	0.0290255745409	-0.000974725459131	-0.000974725459131	0	-0.000974725459131	nan	32791	32791	0
0.124	-18.4166667	0.0266135057982	-0.000386794201844	-0.000386794201844	0	-0.000386794201844	nan	33154	33154	0
0.126	-16.4166667	0.0241622233861	-0.000838076613936	-0.000838076613936	0	-0.000838076613936	nan	33396	33396	0
0.128	-14.4166667	0.0216717275738	-0.00032857242616	-0.00032857242616	0	-0.00032857242616	nan	33759	33759	0
0.13	-12.4166667	0.0191420185313	-0.000858281468693	-0.000858281468693	0	-0.000858281468693	nan	34001	34001	0
0.132	-10.4166667	0.0165730964995	-0.000427203500495	-0.000427203500495	0	-0.000427203500495	nan	34364	34364	0
0.134	-8.41666667	0.013964961805	-0.00103533819499	-0.00103533819499	0	-0.00103533819499	nan	34606	34606	0
0.136	-6.41666667	0.0113176145294	-0.000682685470557	-0.000682685470557	0	-0.000682685470557	nan	34969	34969	0
0.138	-4.41666667	0.00863105497787	-0.000369235022127	-0.000369235022127	0.00899999	-0.000369235022127	nan	35323	35323	0
0.14	-2.41666667	0.00590528349834	-0.00109500650166	-0.00109500650166	0	-0.00109500650166	nan	35574	35574	0
0.142	-0.416666667	0.00314030023836	-0.000859999761642	-0.000859999761642	0	-0.000859999761642	nan	35937	35937	0
0.144	1.58333333	0.000336219691367	-0.000664080308633	-0.000664080308633	0	-0.000664080308633	nan	36286	36286	0
0.146	3.58333333	-0.00250501296794	-0.000505312967941	-0.000505312967941	0	-0.000505312967941	nan	36610	36610	0
0.148	5.58333333	-0.00538187123727	-0.000382181237269	-0.000382181237269	0	-0.000382181237269	nan	36939	36939	0
0.15	7.58333333	-0.00829317239175	-0.000293482391748	-0.000293482391748	0.016	-0.00129348239175	nan	37277	37277	0
0.152	9.58333333	-0.0112386251355	-0.000238925135501	-0.000238925135501	0.016	-0.0012389351355	nan	37618	37618	0
0.154	11.5833333	-0.0142146409628	-0.000214940962783	-0.000214940962783	0.017	-0.00121494096278	nan	37966	37966	0
0.156	13.5833333	-0.0172194557313	-0.00121975573133	-0.00121975573133	0	-0.00121975573133	nan	38220	38220	0
0.158	15.5833333	-0.0202505670468	-0.000250867046785	-0.000250867046785	0.017	-0.00125086704679	nan	38579	38579	0
0.16	17.5833333	-0.023304284635	-0.00030458463504	-0.00030458463504	0	-0.00030458463504	nan	39042	39042	0
0.162	19.5833333	-0.0263795940022	-0.000379894002225	-0.000379894002225	0	-0.000379894002225	nan	39406	39406	0
0.164	21.5833333	-0.0294768258742	-0.000477125874205	-0.000477125874205	0	-0.000477125874205	nan	39763	39763	0
0.166	23.5833333	-0.0325959162692	0.000403783730814	0.000403783730814	0	0.000403783730814	nan	40126	40126	0
0.168	25.5833333	-0.0357366360033	0.000263063996687	0.000263063996687	0	0.000263063996687	nan	40487	40487	0
0.17	27.5833333	-0.0388989465187	0.00110075348128	0.00110075348128	0	0.00110075348128	nan	40852	40852	0
0.172	29.5833333	-0.0420831235677	0.00091657643232	0.00091657643232	0	0.00091657643232	nan	41222	41222	0
0.174	31.5833333	-0.0452897322562	0.00070996774376	0.00070996774376	0	0.00070996774376	nan	41646	41646	0
0.176	33.5833333	-0.0485193159254	0.00148028407462	0.00148028407462	0	0.00148028407462	nan	42046	42046	0
0.178	35.5833333	-0.0517721643847	0.00222743561535	0.00222743561535	0	0.00222743561535	nan	42413	42413	0
0.18	37.5833333	-0.0550485213104	0.00195107868961	0.00195107868961	0	0.00195107868961	nan	42777	42777	0
0.182	39.5833333	-0.0583480828628	0.0026515171372	0.0026515171372	0	0.0026515171372	nan	43240	43240	0
0.184	41.5833333	-0.0616710879404	0.00232851205956	0.00232851205956	0	0.00232851205956	nan	43605	43605	0
0.186	43.5833333	-0.065018158639	0.00298144136097	0.00298144136097	0	0.00298144136097	nan	43983	43983	0
0.188	45.5833333	-0.0683898408733	0.00360975912673	0.00360975912673	0	0.00360975912673	nan	44426	44426	0
0.19	47.5833333	-0.0717868225251	0.00321277747489	0.00321277747489	0	0.00321277747489	nan	44826	44826	0
0.192	49.5833333	-0.075210762625	0.00378883737502	0.00378883737502	0	0.00378883737502	nan	45205	45205	0
0.194	51.5833333	-0.0786625960543	0.00433700394568	0.00433700394568	0	0.00433700394568	nan	45671	45671	0
0.196	53.5833333	-0.0821429588199	0.00385664118012	0.00385664118012	0	0.00385664118012	nan	46056	46056	0
0.198	55.5833333	-0.0856520898833	0.00434751011674	0.00434751011674	0	0.00434751011674	nan	46526	46526	0
0.2	57.5833333	-0.0891902457131	0.00480935428695	0.00480935428695	0	0.00480935428695	-0.0121906457131	46912	46911	1
0.202	59.5833333	-0.0927575570891	0.00424204291089	0.00424204291089	0	0.00424204291089	nan	47377	47377	0
0.204	61.5833333	-0.0963541820297	0.00464581797026	0.00464581797026	0	0.00464581797026	nan	47755	47755	0
0.206	63.5833333	-0.09998045506	0.00501954494	0.00501954494	0	0.00501954494	nan	48221	48221	0
0.208	65.5833333	-0.103638231995	0.00536176800479	0.00536176800479	0	0.00536176800479	nan	48702	48702	0
0.21	67.5833333	-0.10732814971	0.00567185028962	0.00567185028962	0	0.00567185028962	-0.00532814971038	49104	49103	1
0.212	69.5833333	-0.111050323619	0.00494967638137	0.00494967638137	0	0.00494967638137	nan	49582	49582	0
0.214	71.5833333	-0.114804736538	0.00519526346202	0.00519526346202	0	0.00519526346202	nan	50070	50070	0
0.216	73.5833333	-0.118591341364	0.00540865863602	0.00540865863602	0	0.00540865863602	-0.00359134136398	50558	50557	1
0.218	75.5833333	-0.122410111898	0.00558988810218	0.00558988810218	0	0.00558988810218	nan	50966	50966	0
0.22	77.5833333	-0.126260977079	0.00573902292134	0.00573902292134	0	0.00573902292134	nan	51457	51457	0
0.222	79.5833333	-0.130143859439	0.00585614056061	0.00585614056061	0	0.00585614056061	-0.00214385943939	51943	51941	2
0.224	81.5833333	-0.13405867892	0.00594132107981	0.00594132107981	0	0.00594132107981	nan	52438	52438	0
0.226	83.5833333	-0.138005359679	0.0059946403208	0.0059946403208	0	0.0059946403208	nan	52923	52923	0
0.228	85.5833333	-0.141983822391	0.00701617760904	0.00701617760904	0	0.00701617760904	0.00201617760904	53420	53419	1
0.23	87.5833333	-0.145993982042	0.00700601795764	0.00700601795764	0	0.00700601795764	0.00200601795764	53912	53911	1
0.232	89.5833333	-0.150035755501	0.00696424449876	0.00696424449876	0	0.00696424449876	0.00296424449876	54402	54401	1
0.234	91.5833333	-0.154109048728	0.0068909512719	0.0068909512719	0	0.0068909512719	0.0028909512719	54896	54895	1
0.236	93.5833333	-0.158213770917	0.00678622908335	0.00678622908335	0	0.00678622908335	0.00278622908335	55388	55387	1
0.238	95.5833333	-0.162349844381	0.00665015561887	0.00665015561887	0	0.00665015561887	0.00365015561887	55889	55887	2
0.24	97.5833333	-0.166517205239	0.00748279476095	0.00748279476095	0	0.00748279476095	0.00348279476095	56384	56383	1
0.242	99.5833333	-0.170715774681	0.00728422531851	0.00728422531851	0	0.00728422531851	0.00328422531851	56891	56890	1
0.244	101.583333	-0.17494547449	0.00705452551016	0.00705452551016	0	0.00705452551016	0.00405452551016	57451	57450	1
0.246	103.583333	-0.179206252214	0.00779374778641	0.00779374778641	0	0.00779374778641	0.00379374778641	57948	57947	1
0.248	105.583333	-0.183498058681	0.007501941319	0.007501941319	0	0.007501941319	0.003501941319	58452	58451	1
0.25	107.583333	-0.18782082762	0.00717917238003	0.00717917238003	0	0.00717917238003	0.00417917238003	58990	58989	1
0.252	109.583333	-0.192174493477	0.00782450652269	0.00782450652269	0	0.00782450652269	0.00382550652269	59532	59531	1
0.254	111.583333	-0.196558982623	0.00744001737686	0.00744001737686	0	0.00744001737686	0.00444001737686	60037	60036	1
0.256	113.583333	-0.200974226016	0.00702477398382	0.00702477398382	0	0.00702477398382	0.00502477398382	60608	60607	1
0.258	115.583333	-0.205420164864	0.0075788351363	0.0075788351363	0	0.0075788351363	0.0055788351363	61122	61121	1
0.26	117.583333	-0.209896739831	0.00710226016923	0.00710226016923	0	0.00710226016923	0.00610226016923	61698	61697	1
0.262	119.583333	-0.21440389464	0.00759510536017	0.00759510536017	0	0.00759510536017	0.00659510536017	62207	62206	1
0.264	121.583333	-0.218941569557	0.00705743044287	0.00705743044287	0	0.00705743044287	0.00705743044287	62790	62789	1
0.266	123.583333	-0.223509707222	0.00748929277794	0.00748929277794	0	0.00748929277794	0.00748929277794	63311	63310	1
0.268	125.583333	-0.22810826015	0.00889073984957	0.00789073984957	0	0.00789073984957	0.00889073984957	63889	63888	1
0.27	127.583333	-0.232737188852	0.00926181114781	0.00726181114781	0	0.00726181114781	0.00926181114781	64417	64416	1
0.272	129.583333	-0.237396434805	0.0106025651946	0.00760256519457	0	0.00760256519457	0.0106025651946	64993	64991	2
0.274	131.583333	-0.242085949906	0.0079130500936	0.0079130500936	0	0.0079130500936	nan	65576	65576	0
0.276	133.583333	-0.246805690825	0.012193309175	0.00719330917496	0	0.00719330917496	0.012193309175	66123	66122	1
0.278	135.583333	-0.251555613089	0.00744338691107	0.00744338691107	0	0.00744338691107	nan	66705	66705	0
0.28	137.583333	-0.256335669616	0.00766333038449	0.00766333038449	0	0.00766333038449	nan	67285	67285	0
0.282	139.583333	-0.26114581933	0.00785318067023	0.00785318067023	0	0.00785318067023	nan	67883	67883	0
0.284	141.583333	-0.265986023445	0.00701297655495	0.00701297655495	0	0.00701297655495	nan	68482	68482	0
0.286	143.583333	-0.270856245153	0.00714275484719	0.00714275484719	0	0.00714275484719	nan	69049	69049	0
0.288	145.583333	-0.27575644697	0.01724255303	0.00724255303001	0	0.00724255303001	0.01724255303	69623	69621	2
0.29	147.583333	-0.280686591524	0.00731240847604	0.00731240847604	0	0.00731240847604	nan	70230	70230	0
0.292	149.583333	-0.285646643176	0.0183523568241	0.00735235682414	0	0.00735235682414	0.0183523568241	70820	70818	2
0.294	151.583333	-0.290636567032	0.0193624329677	0.00736243296768	0	0.00736243296768	0.0193624329677	71418	71416	2
0.296	153.583333	-0.295656328104	0.00734267189576	0.00734267189576	0	0.00734267189576	nan	72037	72037	0
0.298	155.583333	-0.30070589287	0.0212931071298	0.00729310712984	0	0.00729310712984	0.0212931071298	72643	72641	2
0.3	157.583333	-0.305785227608	0.0222137723916	0.00721377239155	0	0.00721377239155	0.0222137723916	73250	73249	1
0.302	159.583333	-0.310894298212	0.00710470178764	0.00710470178764	0	0.00710470178764	nan	73915	73915	0
0.304	161.583333	-0.31603306658	0.0239659334201	0.00696593342007	0	0.00696593342007	0.0239659334201	74526	74524	2
0.306	163.583333	-0.321201464573	0.00679753542658	0.00679753542658	0	0.00679753542658	nan	75137	75137	0
0.308	165.583333	-0.326399445231	0.0255995547686	0.00759955476859	0	0.00759955476859	0.0255995547686	75764	75762	2
0.31	167.583333	-0.331626975121	0.0263720248786	0.00737202487862	0	0.00737202487862	0.0263720248786	76374	76373	1
0.312	169.583333	-0.33688402115	0.0271149788501	0.00711497885008	0	0.00711497885008	0.0271149788501	77027	77026	1
0.314	171.583333	-0.342170557958	0.0278284420421	0.00682844204212	0	0.00682844204212	0.0278284420421	77680	77678	2
0.316	173.583333	-0.347486559429	0.0285124405706	0.00751244057057	0	0.00751244057057	0.0285124405706	78297	78296	1
0.318	175.583333	-0.352831998949	0.0291670010507	0.00716700105068	0	0.00716700105068	0.0291670010507	78953	78951	2
