time_s	time_after_contact_ms	ring_center_lab_m	all_water_top_m	coherent_top_m	coherent_top_radius_m	central_coherent_top_m	detached_water_top_m	water_samples	coherent_samples	detached_samples
0.047	-99.3333333	0.0966779305865	-0.000322269413509	-0.000322269413509	0	-0.000322269413509	nan	24684	24684	0
0.048	-98.3333333	0.0962121018848	-0.000788098115226	-0.000788098115226	0	-0.000788098115226	nan	24684	24684	0
0.049	-97.3333333	0.0957364671054	-0.000263732894551	-0.000263732894551	0	-0.000263732894551	nan	24805	24805	0
0.05	-96.3333333	0.095251026281	-0.000749173718985	-0.000749173718985	0	-0.000749173718985	nan	24805	24805	0
0.051	-95.3333333	0.0947557794438	-0.000244420556237	-0.000244420556237	0	-0.000244420556237	nan	24926	24926	0
0.052	-94.3333333	0.0942507266258	-0.000749473374185	-0.000749473374185	0	-0.000749473374185	nan	24926	24926	0
0.053	-93.3333333	0.0937358678594	-0.000264332140584	-0.000264332140584	0	-0.000264332140584	nan	25047	25047	0
0.054	-92.3333333	0.0932112031769	-0.000788996823084	-0.000788996823084	0	-0.000788996823084	nan	25047	25047	0
0.055	-91.3333333	0.0926767326104	-0.000323467389616	-0.000323467389616	0	-0.000323467389616	nan	25168	25168	0
0.056	-90.3333333	0.0921324561918	-0.000867743808242	-0.000867743808242	0	-0.000867743808242	nan	25168	25168	0
0.057	-89.3333333	0.0915783739534	-0.000421826046572	-0.000421826046572	0	-0.000421826046572	nan	25289	25289	0
0.058	-88.3333333	0.0910144859276	-0.00098571407243	-0.00098571407243	0	-0.00098571407243	nan	25289	25289	0
0.059	-87.3333333	0.0904407921546	-0.000559407845391	-0.000559407845391	0	-0.000559407845391	nan	25410	25410	0
0.06	-86.3333333	0.0898572926597	-0.000142907340274	-0.000142907340274	0	-0.000142907340274	nan	25531	25531	0
0.061	-85.3333333	0.0892639874718	-0.000736212528175	-0.000736212528175	0	-0.000736212528175	nan	25531	25531	0
0.062	-84.3333333	0.0886608766211	-0.000339323378933	-0.000339323378933	0	-0.000339323378933	nan	25652	25652	0
