time,time_s,H_axis_near,H_axis_near_raw,H_axis_near_min,H_center_region,H_center_region_raw,H_center_region_min,H_robust_main_interface,H_raw_global,axis_interface_points_count,center_interface_points_count,number_of_interface_components,main_component_length,axis_component_length,center_component_length,pseudo_spike_flag,near_top_flag,late_time_flag,cavity_or_rebound_proxy_m,H_m,H_mm
0.006500000000000001,0.006500000000000001,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888121e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
0.0066,0.0066,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888121e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
0.0067,0.0067,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.79897436988812e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444177e-05,6.233936263432989e-05,0.06233936263432989
0.0068000000000000005,0.0068000000000000005,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.79897436988812e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444177e-05,6.233936263432989e-05,0.06233936263432989
0.006900000000000001,0.006900000000000001,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888122e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
0.007,0.007,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888121e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
0.0071,0.0071,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888121e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
0.007200000000000001,0.007200000000000001,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888121e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
0.0073,0.0073,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888121e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
0.0074,0.0074,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888121e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
0.007500000000000001,0.007500000000000001,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.79897436988812e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444177e-05,6.233936263432989e-05,0.06233936263432989
0.0076,0.0076,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888122e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
0.0077,0.0077,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888121e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
0.0078000000000000005,0.0078000000000000005,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888121e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
0.0079,0.0079,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.79897436988812e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444177e-05,6.233936263432989e-05,0.06233936263432989
0.008,0.008,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888121e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
0.0081,0.0081,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888121e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
0.0082,0.0082,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.79897436988812e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444177e-05,6.233936263432989e-05,0.06233936263432989
0.0083,0.0083,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888121e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
0.008400000000000001,0.008400000000000001,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888121e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
0.0085,0.0085,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888121e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
0.0086,0.0086,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888121e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
0.008700000000000001,0.008700000000000001,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888121e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
0.0088,0.0088,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888121e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
0.0089,0.0089,nan,nan,nan,6.233936263432989e-05,6.526254096403735e-05,6.798974369888121e-06,0.00014232975249499496,0.0001532150648842898,0,2,1,0.03387061185031791,0.0,0.0010520470055726296,False,False,True,5.554038826444176e-05,6.233936263432989e-05,0.06233936263432989
