time_s,Jet1_candidate_height_m,Jet1_candidate_delta_m,Jet1_candidate_region,Jet1_candidate_r,early_time,continuous_H,not_isolated,near_top_flag,pseudo_spike_flag,candidate_flag,H_m,H_mm
0.0082,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0083,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.008400000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0085,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0086,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.008700000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0088,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0089,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.009000000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0091,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0092,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.009300000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0094,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0095,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.009600000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0097,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0098,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0099,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.01,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.010100000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0102,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0103,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.010400000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0105,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0106,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.010700000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0108,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0109,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.011000000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0111,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0112,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.011300000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0114,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0115,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.011600000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0117,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0118,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0119,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.012,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.012100000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0122,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0123,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.012400000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0125,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0126,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.012700000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0128,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0129,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.013000000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0131,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0132,7.18941492904388e-05,0.0,inner_edge_region,0.006,True,True,True,False,False,False,7.18941492904388e-05,0.0718941492904388
0.013300000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0134,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0135,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.013600000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0137,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.013800000000000002,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.013900000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.014,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.014100000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0142,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0143,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.014400000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0145,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0146,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.014700000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0148,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0149,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.015000000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0151,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0152,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.015300000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0154,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0155,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.015600000000000001,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.015700000000000002,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0158,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0159,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.016,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0161,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0162,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.016300000000000002,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0164,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0165,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0166,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0167,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.016800000000000002,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.016900000000000002,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.017,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0171,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0172,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0173,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.017400000000000002,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0175,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0176,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0177,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0178,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0179,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.018000000000000002,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0181,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0182,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0183,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0184,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.018500000000000003,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.018600000000000002,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0187,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0188,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0189,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.019,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.019100000000000002,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.019200000000000002,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0193,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0194,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0195,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0196,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.019700000000000002,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.0198,7.189414929043882e-05,1.3552527156068805e-20,inner_edge_region,0.006,True,True,True,False,False,False,7.189414929043882e-05,0.07189414929043882
0.0199,6.233936263432989e-05,0.0,center_hole_region,0.003,True,True,True,False,False,False,6.233936263432989e-05,0.06233936263432989
0.02,7.189414929043882e-05,1.3552527156068805e-20,inner_edge_region,0.006,True,True,True,False,False,False,7.189414929043882e-05,0.07189414929043882
