case_id,inner,time,method,interface_points_count,main_component_points_count,number_of_components,H_median,H_mean,H_p95,H_p99,H_max_after_ROI_filter,interface_roughness_rms,interface_roughness_peak_to_peak,max_slope,pseudo_spike_old_flag,pseudo_spike_ROI_flag,outer_wall_contamination_flag,top_boundary_contamination_flag,ring_boundary_contamination_flag,isolated_component_count,extraction_status,failure_reason,H_raw_global_old,H_robust_old,diagnostic_only
D0,3,0.0002,M0_old_original,120,120,1,-1.8212029031772464e-07,5.8418818634849405e-05,0.0001406505399232779,0.000481885605521089,0.007607003771247761,0.0007047693635163885,0.008513588240118403,34.39927464676285,True,True,True,False,False,0,PASS,,0.007607003771247761,-1.8212029031772464e-07,
D0,3,0.0002,M1_ROI_main_free_surface,117,117,1,-1.2625377201905881e-06,-2.1464680256579924e-05,0.00010943885587645336,0.00016464777623667967,0.0005310820115571035,0.0001211755284108159,0.001196092620526216,5.698849602430272,False,True,False,False,False,0,PASS,,,,
D0,3,0.0002,M2_center_window,33,33,1,-1.2405214785234737e-05,-1.2037506537503352e-05,4.621512577827113e-05,6.299037218808717e-05,7.03416167212675e-05,3.71333596469863e-05,0.00015678270350148293,2.9261245368158875,False,True,False,False,False,0,PASS,,,,
D0,3,0.0002,M3_farfield_reference,66,66,1,6.597878430294167e-07,1.594117544026067e-05,0.00023207337719538223,0.0004305984430535174,0.0005708470913250543,0.0001302061657966665,0.0008958728435120276,5.827998514227106,False,True,False,False,False,0,PASS,,,,
D0,3,0.0002,M4_smoothed_main_interface,117,117,1,-6.981541746250416e-07,-6.506699786521509e-06,3.4509808605413616e-05,8.358320304959163e-05,8.86476800018872e-05,3.253456400419955e-05,0.0001827227178790867,0.39610236164540025,False,False,False,False,False,0,PASS,,,,True
D0,4,0.00030000000000000003,M0_old_original,120,120,1,-1.7191846497088955e-07,5.843122603853296e-05,0.000139889323131776,0.00048188560938358725,0.007601705047715323,0.0007042623858472686,0.00850761143445327,34.375267347716104,True,True,True,False,False,0,PASS,,0.007601705047715323,-1.7191846497088955e-07,
D0,4,0.00030000000000000003,M1_ROI_main_free_surface,117,117,1,-1.2404127580796498e-06,-2.1398075247495234e-05,0.00010880504336888311,0.00016404804814407282,0.0005301986396106744,0.0001208971827070712,0.0011938219083216686,5.690207964540608,False,True,False,False,False,0,PASS,,,,
D0,4,0.00030000000000000003,M2_center_window,33,33,1,-1.2524001979465939e-05,-1.1987720117162616e-05,4.606944925081038e-05,6.273657323648163e-05,7.01848873008226e-05,3.698175957983984e-05,0.00015605638762851892,2.912568891646529,False,True,False,False,False,0,PASS,,,,
D0,4,0.00030000000000000003,M3_farfield_reference,66,66,1,6.68727126924021e-07,1.5922293162229523e-05,0.00023164134606192989,0.0004298017922610927,0.0005700788429271789,0.00012983960187777852,0.0008947526622557881,5.815839235432294,False,True,False,False,False,0,PASS,,,,
D0,4,0.00030000000000000003,M4_smoothed_main_interface,117,117,1,-6.904274734350084e-07,-6.461081336242323e-06,3.4263422193938996e-05,8.312507064979895e-05,8.81360384456952e-05,3.2385958010863804e-05,0.0001818782216858297,0.3939422547545629,False,False,False,False,False,0,PASS,,,,True
D0,5,0.0004,M0_old_original,120,120,1,-1.7578293559439913e-07,5.844449975394444e-05,0.0001390434841619734,0.00048188561524737484,0.007596340209642206,0.0007037494557347234,0.008501568640173356,34.350951291480726,True,True,True,False,False,0,PASS,,0.007596340209642206,-1.7578293559439913e-07,
D0,5,0.0004,M1_ROI_main_free_surface,117,117,1,-1.1498911375127456e-06,-2.132698796352781e-05,0.00010813858782478329,0.0001634211711389693,0.0005293273587416743,0.00012062263664173575,0.0011915264717703164,5.681379296589166,False,True,False,False,False,0,PASS,,,,
D0,5,0.0004,M2_center_window,33,33,1,-1.2654277658952922e-05,-1.1934502592518733e-05,4.5931302337968196e-05,6.247348516572876e-05,7.002523961696996e-05,3.682746603673801e-05,0.00015528368787799587,2.8981475578571443,False,True,False,False,False,0,PASS,,,,
D0,5,0.0004,M3_farfield_reference,66,66,1,6.798686953585784e-07,1.590510334595364e-05,0.0002311994316541802,0.00042895639771907255,0.0005693215517508323,0.0001294562866237585,0.0008936699898519087,5.8034255091839615,False,True,False,False,False,0,PASS,,,,
