model_id,inner_solution,time_s,interface_threshold,interface_points,max_interface_z_m,H_m,H_mm,near_domain_top
5B2_clean_manual_static,1,0.0,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,2,0.0005,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,3,0.001,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,4,0.0015,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,5,0.002,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,6,0.0025,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,7,0.003,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,8,0.0035,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,9,0.004,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,10,0.0045000000000000005,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,11,0.005,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,12,0.0055,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,13,0.006,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,14,0.006500000000000001,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,15,0.007,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,16,0.0075,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,17,0.008,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,18,0.0085,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,19,0.009000000000000001,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,20,0.0095,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,21,0.01,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,22,0.0105,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,23,0.011,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,24,0.0115,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,25,0.012,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,26,0.0125,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,27,0.013000000000000001,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,28,0.0135,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,29,0.014,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,30,0.0145,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,31,0.015,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,32,0.0155,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,33,0.016,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,34,0.0165,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,35,0.017,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,36,0.0175,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,37,0.018000000000000002,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,38,0.0185,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,39,0.019,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,40,0.0195,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
5B2_clean_manual_static,41,0.02,0.5,12,0.00016578850821326205,0.00016578850821326205,0.16578850821326205,False
