frame	requested_relative_ms	observed_down_mm	sample_time_s	sample_relative_ms	simulated_down_mm	position_error_mm	simulated_speed_down_mps	simulated_accel_down_mps2
103	-98.5	-85.16129	0.0386666666667	-98.4944323293	-84.9450645162	0.216225483781	0.37932000000000032	9.8100000000000005
155	-72.5	-71.6129	0.0646666666667	-72.4944323293	-71.7669645162	-0.154064516219	0.63438000000000039	9.8100000000000005
384	42	38.064	0.17915625	41.995151004	38.0603868121	-0.00361318789191	0.74514609647790886	-1.9021160148992442
405	52.5	45.80645	0.189659090909	52.4979919131	45.8049812046	-0.0014687953712	0.73144108500826999	-0.84804694234317834
