artifact	sha256	status
laboratory_video	c5982c4ee7c2332d9798de1cc61a57400bb9acb694d9bfbb5473dba189ab8c07	read_only_not_copied
private_solver_source	a5a7142474a9de7cb285ece7be0b30ab7c254e367abc439dcd438b65d386abbf	isolated_not_tracked
private_solver_binary	f8a0cdf01fd63e9a69ff58629c06682d2906856b099ba0bf6547dd48c72f3e33	isolated_not_tracked
video_trajectory_l7_executed_source	27eaf2645bcde982c2fd1b880995eb3c5c1f5b47cbd68a7bfcb056db2a82f3c3	isolated_not_tracked_snapshot_center_diagnostic_bug
video_trajectory_l7_executed_binary	ecd8c23a5805980d399433909e2db2a929936426ae578565a13fdf9801c838de	isolated_not_tracked_fields_and_physics_unaffected
video_trajectory_l8_source	2ad5186893f37b08d1595036954c9bcc9814baecf52aee398c559b80f83a947a	isolated_not_tracked_snapshot_center_diagnostic_corrected
video_trajectory_l8_binary	4146c4bbac47bba37b4c306397352a24dd57a1354ae2c0cb7447171f8cc19837	isolated_not_tracked_qcc_O2_Wall_clean
external_contact_header	eb64fb5398a3247902aa822aae603904f3605f4251c3e1ea903c2f8841f836d1	unlicensed_isolated_not_tracked
