model_id,inner_solution,time_s,interface_threshold,interface_points,max_interface_z_m,H_m,H_mm,near_domain_top
5B3_R1_static_baseline,75,0.0148,0.5,35,0.001230258302551709,0.001230258302551709,1.230258302551709,False
5B3_R1_static_baseline,76,0.015000000000000001,0.5,35,0.001230258302551709,0.001230258302551709,1.230258302551709,False
5B3_R1_static_baseline,77,0.0152,0.5,35,0.001230258302551709,0.001230258302551709,1.230258302551709,False
5B3_R1_static_baseline,78,0.0154,0.5,35,0.001230258302551709,0.001230258302551709,1.230258302551709,False
5B3_R1_static_baseline,79,0.015600000000000001,0.5,35,0.001230258302551709,0.001230258302551709,1.230258302551709,False
5B3_R1_static_baseline,80,0.0158,0.5,36,0.001230258302551709,0.001230258302551709,1.230258302551709,False
5B3_R1_static_baseline,81,0.016,0.5,36,0.0012302583025517093,0.0012302583025517093,1.2302583025517093,False
5B3_R1_static_baseline,82,0.0162,0.5,36,0.001230258302551709,0.001230258302551709,1.230258302551709,False
5B3_R1_static_baseline,83,0.0164,0.5,36,0.001230258302551709,0.001230258302551709,1.230258302551709,False
5B3_R1_static_baseline,84,0.0166,0.5,36,0.001230258302551709,0.001230258302551709,1.230258302551709,False
5B3_R1_static_baseline,85,0.016800000000000002,0.5,36,0.0012302583025517089,0.0012302583025517089,1.2302583025517089,False
5B3_R1_static_baseline,86,0.017,0.5,36,0.001230258302551709,0.001230258302551709,1.230258302551709,False
5B3_R1_static_baseline,87,0.0172,0.5,36,0.001230258302551709,0.001230258302551709,1.230258302551709,False
5B3_R1_static_baseline,88,0.017400000000000002,0.5,36,0.001230258302551709,0.001230258302551709,1.230258302551709,False
5B3_R1_static_baseline,89,0.0176,0.5,36,0.0012302583025517093,0.0012302583025517093,1.2302583025517093,False
5B3_R1_static_baseline,90,0.0178,0.5,36,0.001230258302551709,0.001230258302551709,1.230258302551709,False
5B3_R1_static_baseline,91,0.018000000000000002,0.5,36,0.001230258302551709,0.001230258302551709,1.230258302551709,False
5B3_R1_static_baseline,92,0.0182,0.5,36,0.001230258302551709,0.001230258302551709,1.230258302551709,False
5B3_R1_static_baseline,93,0.0184,0.5,36,0.0012302583025517089,0.0012302583025517089,1.2302583025517089,False
5B3_R1_static_baseline,94,0.018600000000000002,0.5,36,0.0012302583025517089,0.0012302583025517089,1.2302583025517089,False
5B3_R1_static_baseline,95,0.0188,0.5,36,0.001230258302551709,0.001230258302551709,1.230258302551709,False
5B3_R1_static_baseline,96,0.019,0.5,36,0.0012302583025517093,0.0012302583025517093,1.2302583025517093,False
5B3_R1_static_baseline,97,0.019200000000000002,0.5,36,0.0012302583025517093,0.0012302583025517093,1.2302583025517093,False
5B3_R1_static_baseline,98,0.0194,0.5,36,0.001230258302551709,0.001230258302551709,1.230258302551709,False
5B3_R1_static_baseline,99,0.0196,0.5,36,0.001230258302551709,0.001230258302551709,1.230258302551709,False
5B3_R1_static_baseline,100,0.0198,0.5,36,0.001230258302551709,0.001230258302551709,1.230258302551709,False
5B3_R1_static_baseline,101,0.02,0.5,36,0.001230258302551709,0.001230258302551709,1.230258302551709,False
