case	time	volume	ke	umax	z_umax	r_umax	leaves	delta_min	n_liquid	z_all	z_main	z_center
2810	0	1880.8270170007424	0	0	-5.375	0.625	7300	0.009765625	1	0.0031218745373884356	0.0031218745373884356	-1.9932134735524512
2810	0.01	1880.8270176528349	0.082808487863072558	4.6251513246301448	-0.0283203125	0.3369140625	19327	0.009765625	1	0.012828708685059908	0.012828708685059908	-1.9931041877983233
2810	0.02	1880.8270188818713	0.18307311204916304	5.176487992699248	-0.1357421875	0.4638671875	20917	0.009765625	1	0.020682129959560234	0.020682129959560234	-1.9927701635290545
2810	0.029999999999999999	1880.82702195257	0.28097276122013309	5.2556801447199204	-0.1259765625	0.2294921875	21823	0.009765625	1	0.024870110757127844	0.024870110757127844	-1.9922083324454232
2810	0.040000000000000001	1880.8270234950728	0.38183452169240334	5.705345814799303	-0.1357421875	0.2197265625	22600	0.009765625	1	0.027350356005469104	0.027350356005469104	-1.9914177942997331
2810	0.050000000000000003	1880.8270249398968	0.48854079009145701	6.0520448796102313	-0.1357421875	0.2099609375	23326	0.009765625	1	0.028837953279997702	0.028837953279997702	-1.9903941970744561
2810	0.060000000000000005	1880.8270278087234	0.60140853086330526	6.2984124519824904	-0.1357421875	0.1904296875	24013	0.009765625	1	0.02978099015101204	0.02978099015101204	-1.9891381628742182
2810	0.070000000000000007	1880.8270283046559	0.7170295800802523	6.5012557941667506	-0.1357421875	0.1806640625	24652	0.009765625	1	0.030426262230907639	0.030426262230907639	-1.9876497823410475
2810	0.080000000000000002	1880.8270295175453	0.83594041698211297	6.652014262419347	-0.1357421875	0.1611328125	25303	0.009765625	1	0.031017417765904956	0.031017417765904956	-1.9859293646411402
2810	0.089999999999999997	1880.8270311895224	0.95865697012035622	6.771659251403463	-0.1455078125	0.1611328125	25882	0.009765625	1	0.031178252925439687	0.031178252925439687	-1.9839633335355717
2810	0.099999999999999992	1880.8270325728574	1.0855970688151848	6.8737251814140219	-0.1357421875	0.1318359375	26479	0.009765625	1	0.031218529393107295	0.031218529393107295	-1.9817546701771964
2810	0.10999999999999999	1880.8270327065684	1.214643965320189	6.9595009199701225	-0.1455078125	0.1416015625	27052	0.009765625	1	0.031194605047948066	0.031194605047948066	-1.9793106048399813
2810	0.11999999999999998	1880.827034317985	1.3463645216266098	7.0296361938173693	-0.1552734375	0.1416015625	27499	0.009765625	1	0.031118189605208409	0.031118189605208409	-1.9766131851551103
