case	time	z_low	r_low	z_maxk	r_maxk	qjet_low	ql_low	qjet_maxk	ql_maxk	z_jet
2820	0.000000	-1.996094e+00	1.953125e-02	-3.906250e-03	3.320312e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.957031e+00
2820	0.010000	-1.996094e+00	1.953125e-02	-4.296875e-02	3.710938e-01	0.000000e+00	0.000000e+00	1.267901e-01	1.077706e+00	-1.957031e+00
2820	0.020000	-1.996094e+00	1.953125e-02	-8.203125e-02	3.710938e-01	0.000000e+00	0.000000e+00	2.735162e-01	2.141065e+00	-1.957031e+00
2820	0.030000	-1.996094e+00	1.953125e-02	-8.203125e-02	4.101562e-01	0.000000e+00	0.000000e+00	3.157937e-01	2.191877e+00	-1.957031e+00
2820	0.040000	-1.996094e+00	1.953125e-02	-8.203125e-02	4.492188e-01	0.000000e+00	0.000000e+00	3.419011e-01	2.351136e+00	-1.957031e+00
2820	0.050000	-1.996094e+00	1.953125e-02	-4.296875e-02	4.882812e-01	0.000000e+00	0.000000e+00	3.257723e-01	2.366663e+00	-1.957031e+00
2820	0.060000	-1.996094e+00	1.953125e-02	-2.382812e-01	6.445312e-01	0.000000e+00	0.000000e+00	4.323905e-01	2.964858e+00	-1.957031e+00
2820	0.070000	-1.996094e+00	1.953125e-02	-1.601562e-01	5.273438e-01	0.000000e+00	0.000000e+00	5.887719e-01	3.219783e+00	-1.957031e+00
2820	0.080000	-1.996094e+00	1.953125e-02	-3.164062e-01	6.054688e-01	0.000000e+00	0.000000e+00	7.249576e-01	3.508484e+00	-1.957031e+00
2820	0.090000	-1.996094e+00	1.953125e-02	-3.945312e-01	7.226562e-01	0.000000e+00	0.000000e+00	5.933143e-01	3.226891e+00	-1.957031e+00
2820	0.100000	-1.996094e+00	1.953125e-02	-3.945312e-01	7.617188e-01	0.000000e+00	0.000000e+00	6.212694e-01	3.378889e+00	-1.957031e+00
2820	0.110000	-1.996094e+00	1.953125e-02	-4.335938e-01	8.007812e-01	0.000000e+00	0.000000e+00	6.186327e-01	3.345656e+00	-1.957031e+00
2820	0.120000	-1.996094e+00	1.953125e-02	-5.117188e-01	8.007812e-01	0.000000e+00	0.000000e+00	6.876382e-01	3.254975e+00	-1.957031e+00
2820	0.130000	-1.957031e+00	1.953125e-02	-5.507812e-01	8.398438e-01	0.000000e+00	0.000000e+00	6.545250e-01	3.179667e+00	-1.957031e+00
2820	0.140000	-1.957031e+00	1.953125e-02	-6.289062e-01	8.789062e-01	0.000000e+00	0.000000e+00	5.699088e-01	2.858697e+00	-1.957031e+00
2820	0.150000	-1.957031e+00	1.953125e-02	-6.289062e-01	8.789062e-01	0.000000e+00	0.000000e+00	6.792713e-01	3.137367e+00	-1.957031e+00
2820	0.160000	-1.957031e+00	1.953125e-02	-6.679688e-01	8.789062e-01	0.000000e+00	0.000000e+00	7.249130e-01	3.158271e+00	-1.917969e+00
2820	0.170000	-1.957031e+00	1.953125e-02	-7.460938e-01	8.789062e-01	0.000000e+00	0.000000e+00	6.916832e-01	2.904118e+00	-1.917969e+00
2820	0.180000	-1.957031e+00	1.953125e-02	-7.851562e-01	8.789062e-01	0.000000e+00	0.000000e+00	7.153211e-01	2.902239e+00	-1.917969e+00
2820	0.190000	-1.957031e+00	1.953125e-02	-8.242188e-01	9.179688e-01	0.000000e+00	0.000000e+00	6.555872e-01	2.802934e+00	-1.917969e+00
2820	0.200000	-1.957031e+00	1.953125e-02	-8.632812e-01	9.179688e-01	0.000000e+00	0.000000e+00	6.687984e-01	2.788218e+00	-1.917969e+00
2820	0.210000	-1.957031e+00	1.953125e-02	-9.414062e-01	9.179688e-01	0.000000e+00	0.000000e+00	5.963773e-01	2.486243e+00	-1.917969e+00
2820	0.220000	-1.917969e+00	1.953125e-02	-9.804688e-01	9.179688e-01	0.000000e+00	0.000000e+00	5.956297e-01	2.453238e+00	-1.917969e+00
2820	0.230000	-1.917969e+00	1.953125e-02	-1.019531e+00	9.179688e-01	0.000000e+00	0.000000e+00	5.912859e-01	2.412563e+00	-1.917969e+00
2820	0.240000	-1.917969e+00	1.953125e-02	-1.058594e+00	9.179688e-01	0.000000e+00	0.000000e+00	5.892010e-01	2.372477e+00	-1.878906e+00
2820	0.250000	-1.917969e+00	1.953125e-02	-1.097656e+00	8.789062e-01	0.000000e+00	0.000000e+00	5.827469e-01	2.321550e+00	-1.878906e+00
2820	0.260000	-1.917969e+00	1.953125e-02	-1.136719e+00	8.789062e-01	0.000000e+00	0.000000e+00	5.723972e-01	2.267781e+00	-1.878906e+00
2820	0.270000	-1.917969e+00	1.953125e-02	-1.175781e+00	8.789062e-01	0.000000e+00	0.000000e+00	5.541669e-01	2.201790e+00	-1.878906e+00
2820	0.280000	-1.878906e+00	1.953125e-02	-1.214844e+00	8.398438e-01	0.000000e+00	0.000000e+00	5.344660e-01	2.126937e+00	-1.878906e+00
2820	0.290000	-1.878906e+00	1.953125e-02	-1.253906e+00	8.398438e-01	0.000000e+00	0.000000e+00	5.126404e-01	2.050776e+00	-1.839844e+00
2820	0.300000	-1.878906e+00	1.953125e-02	-1.292969e+00	8.007812e-01	0.000000e+00	0.000000e+00	4.845257e-01	1.955982e+00	-1.839844e+00
2820	0.310000	-1.878906e+00	1.953125e-02	-1.332031e+00	8.007812e-01	0.000000e+00	0.000000e+00	4.612727e-01	1.865892e+00	-1.839844e+00
2820	0.320000	-1.878906e+00	1.953125e-02	-1.332031e+00	7.617188e-01	0.000000e+00	0.000000e+00	5.120498e-01	2.053004e+00	-1.839844e+00
2820	0.330000	-1.839844e+00	1.953125e-02	-1.371094e+00	7.226562e-01	0.000000e+00	0.000000e+00	4.630272e-01	1.916661e+00	-1.839844e+00
2820	0.340000	-1.839844e+00	1.953125e-02	-1.410156e+00	6.835938e-01	0.000000e+00	0.000000e+00	4.152234e-01	1.770408e+00	-1.800781e+00
2820	0.350000	-1.839844e+00	1.953125e-02	-1.449219e+00	6.835938e-01	0.000000e+00	0.000000e+00	3.798245e-01	1.640708e+00	-1.800781e+00
2820	0.360000	-1.839844e+00	1.953125e-02	-1.488281e+00	6.445312e-01	0.000000e+00	0.000000e+00	3.339058e-01	1.483753e+00	-1.800781e+00
2820	0.370000	-1.800781e+00	1.953125e-02	-1.488281e+00	6.054688e-01	0.000000e+00	0.000000e+00	3.466538e-01	1.587500e+00	-1.761719e+00
2820	0.380000	-1.800781e+00	1.953125e-02	-1.527344e+00	5.664062e-01	0.000000e+00	0.000000e+00	2.911389e-01	1.389433e+00	-1.761719e+00
2820	0.390000	-1.761719e+00	1.953125e-02	-1.527344e+00	5.273438e-01	0.000000e+00	0.000000e+00	3.012470e-01	1.490687e+00	-1.722656e+00
2820	0.400000	-1.761719e+00	1.953125e-02	-1.566406e+00	4.882812e-01	0.000000e+00	0.000000e+00	2.383121e-01	1.238659e+00	-1.722656e+00
2820	0.410000	-1.761719e+00	1.953125e-02	-1.566406e+00	4.492188e-01	0.000000e+00	0.000000e+00	2.408993e-01	1.313221e+00	-1.722656e+00
2820	0.420000	-1.722656e+00	1.953125e-02	-1.605469e+00	3.710938e-01	0.000000e+00	0.000000e+00	1.431667e-01	9.226681e-01	-1.683594e+00
2820	0.430000	-1.722656e+00	1.953125e-02	-1.605469e+00	3.320312e-01	0.000000e+00	0.000000e+00	1.366473e-01	9.383026e-01	-1.644531e+00
2820	0.440000	-1.683594e+00	1.953125e-02	-1.605469e+00	2.929688e-01	0.000000e+00	0.000000e+00	1.201440e-01	8.944977e-01	-1.644531e+00
2820	0.450000	-1.644531e+00	1.953125e-02	-1.605469e+00	2.148438e-01	0.000000e+00	0.000000e+00	7.609051e-02	8.163144e-01	-1.449219e+00
2820	0.460000	-1.605469e+00	1.953125e-02	-1.605469e+00	9.765625e-02	0.000000e+00	0.000000e+00	1.167192e-02	3.021984e-01	-1.332031e+00
2820	0.470000	-1.566406e+00	1.953125e-02	-1.566406e+00	5.859375e-02	0.000000e+00	0.000000e+00	1.611447e-03	8.250607e-02	-1.253906e+00
2820	0.480000	-1.566406e+00	1.953125e-02	-1.371094e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.175781e+00
2820	0.490000	-1.605469e+00	1.953125e-02	-1.253906e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.019531e+00
2820	0.500000	-1.605469e+00	1.953125e-02	-1.136719e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-8.242188e-01
2820	0.510000	-1.605469e+00	1.953125e-02	-1.253906e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-7.070312e-01
2820	0.520000	-1.566406e+00	1.953125e-02	-1.332031e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.898438e-01
2820	0.530000	-1.566406e+00	1.953125e-02	-1.371094e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.726562e-01
2820	0.540000	-1.527344e+00	1.953125e-02	-1.410156e+00	5.859375e-02	0.000000e+00	0.000000e+00	3.715121e-03	1.902142e-01	-3.554688e-01
2820	0.550000	-1.527344e+00	1.953125e-02	-1.332031e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.773438e-01
2820	0.560000	-1.527344e+00	1.953125e-02	-1.136719e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.992188e-01
2820	0.570000	-1.527344e+00	1.953125e-02	-1.097656e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.210938e-01
2820	0.580000	-1.527344e+00	1.953125e-02	-1.097656e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.296875e-02
2820	0.590000	-1.527344e+00	1.953125e-02	-1.097656e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.515625e-02
2820	0.600000	-1.527344e+00	1.953125e-02	-1.097656e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.132812e-01
2820	0.610000	-1.527344e+00	1.953125e-02	-1.097656e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.914062e-01
2820	0.620000	-1.527344e+00	1.953125e-02	-1.097656e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.695312e-01
2820	0.630000	-1.527344e+00	1.953125e-02	-1.253906e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.476562e-01
2820	0.640000	-1.566406e+00	1.953125e-02	-1.292969e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.867188e-01
2820	0.650000	-1.566406e+00	1.953125e-02	-1.292969e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.648438e-01
2820	0.660000	-1.566406e+00	1.953125e-02	-1.292969e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.429688e-01
2820	0.670000	-1.566406e+00	1.953125e-02	-1.292969e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.820312e-01
2820	0.680000	-1.566406e+00	1.953125e-02	-1.292969e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.210938e-01
2820	0.690000	-1.566406e+00	1.953125e-02	-1.253906e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.210938e-01
