case	time	volume	ke	umax	z_umax	r_umax	leaves	delta_min	n_liquid	z_all	z_main	z_center
2809	0	1880.8251113666911	0	0	-5.375	0.625	2467	0.0390625	1	0.0072470508469776474	0.0072470508469776474	-1.9901670932408093
2809	0.01	1880.8251238957564	0.043318746638550412	4.5295862521497305	-0.04296875	0.21484375	4552	0.0390625	1	0.0033188691429238389	0.0033188691429238389	-1.9900712905200231
2809	0.02	1880.8251244856754	0.14620720578054933	8.3139310666364974	-0.08203125	0.17578125	4744	0.0390625	1	0.007688474115834695	0.007688474115834695	-1.9897736522783285
2809	0.029999999999999999	1880.8251681522377	0.23977988080591434	8.1517823354403216	-0.08203125	0.05859375	4933	0.0390625	1	0.011925439667314245	0.011925439667314245	-1.9892490918176793
2809	0.040000000000000001	1880.8251610611323	0.35512242808476979	8.6038029909109373	-0.04296875	0.01953125	5020	0.0390625	1	0.01396450187638943	0.01396450187638943	-1.9884963314409643
2809	0.050000000000000003	1880.8251853023712	0.46428688083733211	8.9494044182367141	-0.04296875	0.01953125	5119	0.0390625	1	0.015947302483177564	0.015947302483177564	-1.9875195597132664
2809	0.060000000000000005	1880.8251819896743	0.60401607857640027	9.1238496327528296	-0.04296875	0.01953125	5203	0.0390625	1	0.018137441661032431	0.018137441661032431	-1.9863217474561601
2809	0.070000000000000007	1880.8252065988663	0.72724603344199656	9.2018766319470515	-0.04296875	0.01953125	5305	0.0390625	1	0.018726847072899407	0.018726847072899407	-1.9848878065708029
2809	0.080000000000000002	1880.8252116303076	0.84453037661877728	9.3142645179541077	-0.08203125	0.01953125	5365	0.0390625	1	0.019596220273792209	0.019596220273792209	-1.9832178805381508
2809	0.089999999999999997	1880.8252317037141	0.95245864723552953	9.3450204563580304	-0.08203125	0.01953125	5440	0.0390625	1	0.020107863208232057	0.020107863208232057	-1.9813190763418467
2809	0.099999999999999992	1880.8252342137655	1.060535321967824	9.4097261570256325	-0.12109375	0.01953125	5497	0.0390625	1	0.020317320864484737	0.020317320864484737	-1.9791789017918846
2809	0.10999999999999999	1880.8252558540134	1.1716009521848709	9.4332123090222026	-0.12109375	0.01953125	5578	0.0390625	1	0.020092796061727806	0.020092796061727806	-1.9768617047324446
2809	0.11999999999999998	1880.8252538097943	1.2824713987136536	9.4749953689133282	-0.12109375	0.01953125	5653	0.0390625	1	0.020162718488054766	0.020162718488054766	-1.9742575476525288
2809	0.12999999999999998	1880.8252505561356	1.3967215837735754	9.4680609988900475	-0.12109375	0.01953125	5713	0.0390625	1	0.020039723949652036	0.020039723949652036	-1.9714011633500299
2809	0.13999999999999999	1880.8252557035057	1.5209001646416251	9.4241808874796664	-0.12109375	0.01953125	5833	0.0390625	1	0.019575434076837241	0.019575434076837241	-1.9683128368572362
2809	0.14999999999999999	1880.8252537244227	1.644436236729208	9.371100466295875	-0.12109375	0.01953125	5944	0.0390625	1	0.018990493755306332	0.018990493755306332	-1.9649251935781848
2809	0.16	1880.8252563343688	1.7707519260762488	9.3161394935115922	-0.12109375	0.01953125	5983	0.0390625	1	0.019087103120072335	0.019087103120072335	-1.9612201011956336
2809	0.17000000000000001	1880.8252575843439	1.9175812368780349	9.2575150444997796	-0.12109375	0.01953125	6034	0.0390625	1	0.019068574320967521	0.019068574320967521	-1.9572208680162877
2809	0.18000000000000002	1880.8252550708012	2.0615290963931607	9.1980944572135392	-0.12109375	0.01953125	6109	0.0390625	1	0.018847824145623217	0.018847824145623217	-1.9529408746782426
2809	0.19000000000000003	1880.8252543829701	2.1999510793484394	9.150471392013678	-0.16015625	0.01953125	6178	0.0390625	1	0.018504456627408006	0.018504456627408006	-1.9483669836967046
2809	0.20000000000000004	1880.825255707394	2.3380162228944772	9.1136522433665252	-0.19921875	0.01953125	6238	0.0390625	1	0.018700463690739012	0.018700463690739012	-1.9435165291682714
2809	0.21000000000000005	1880.8252632344202	2.4735711868115473	9.0730551448053642	-0.19921875	0.01953125	6289	0.0390625	1	0.018512215449998523	0.018512215449998523	-1.9384127723658282
2809	0.22000000000000006	1880.8252699356103	2.6184897030800118	9.0785412654400872	-0.23828125	0.01953125	6367	0.0390625	1	0.018165979147294436	0.018165979147294436	-1.9330958148062067
2809	0.23000000000000007	1880.8252716234097	2.7656603530871307	9.0989283219511137	-0.27734375	0.01953125	6415	0.0390625	1	0.018111066389877806	0.018111066389877806	-1.9273730733595607
2809	0.24000000000000007	1880.8252770018817	2.912213462797101	9.1376419328279059	-0.27734375	0.01953125	6448	0.0390625	1	0.018018389764784856	0.018018389764784856	-1.9213339540676013
2809	0.25000000000000006	1880.825272844774	3.056945575241838	9.1949968144609819	-0.31640625	0.01953125	6523	0.0390625	1	0.017752904534935766	0.017752904534935766	-1.9148889350525555
2809	0.26000000000000006	1880.8252679852712	3.2044266215522081	9.2800102507538185	-0.35546875	0.01953125	6562	0.0390625	1	0.017903625180829545	0.017903625180829545	-1.9079706557651277
2809	0.27000000000000007	1880.8252632467372	3.353329074048979	9.3879562609178286	-0.39453125	0.01953125	6598	0.0390625	1	0.017876231267227899	0.017876231267227899	-1.9006320449074259
2809	0.28000000000000008	1880.825264550642	3.4981756030315636	9.5152153971680775	-0.43359375	0.01953125	6655	0.0390625	1	0.018025071498965709	0.018025071498965709	-1.8930900816359186
2809	0.29000000000000009	1880.8252658757099	3.6473818692538291	9.66863204420941	-0.47265625	0.05859375	6694	0.0390625	1	0.018382901901544714	0.018382901901544714	-1.8849720017690625
2809	0.3000000000000001	1880.8252537558853	3.7938190810589698	9.8383295708340039	-0.51171875	0.09765625	6730	0.0390625	1	0.018443331663227095	0.018443331663227095	-1.8763691244841247
2809	0.31000000000000011	1880.8252435363088	3.94181944593885	10.034789526480509	-0.55078125	0.09765625	6805	0.0390625	1	0.019076814256004614	0.019076814256004614	-1.867260702704975
2809	0.32000000000000012	1880.8252536242071	4.0883528987836275	10.277000783673985	-0.58984375	0.09765625	6865	0.0390625	1	0.019349800558505586	0.019349800558505586	-1.8575998657272432
2809	0.33000000000000013	1880.8252561948736	4.232243717885769	10.552786589534621	-0.62890625	0.09765625	6913	0.0390625	1	0.019799038168897318	0.019799038168897318	-1.8476029199348258
2809	0.34000000000000014	1880.8252455497347	4.373045822417728	10.882314033889022	-0.66796875	0.09765625	6934	0.0390625	1	0.020291578545351192	0.020291578545351192	-1.8368136457984456
2809	0.35000000000000014	1880.8252429231036	4.5138324879717535	11.27601340963373	-0.74609375	0.13671875	7000	0.0390625	1	0.020486557425038791	0.020486557425038791	-1.8252918448297801
2809	0.36000000000000015	1880.8252281229904	4.64874996829613	11.743112585138981	-0.78515625	0.13671875	7066	0.0390625	1	0.02119463294724017	0.02119463294724017	-1.8133017753859983
2809	0.37000000000000016	1880.8252463776248	4.7775937162074209	12.305325342726622	-0.82421875	0.09765625	7141	0.0390625	1	0.021589773608897623	0.021589773608897623	-1.8003635700294338
2809	0.38000000000000017	1880.8252469274457	4.9015836124032495	12.994143981365555	-0.86328125	0.09765625	7153	0.0390625	1	0.021946892861776715	0.021946892861776715	-1.7862565916643487
2809	0.39000000000000018	1880.8252489757281	5.0148460296878481	13.874922625289974	-0.94140625	0.09765625	7195	0.0390625	1	0.022510534319278339	0.022510534319278339	-1.7714814822753948
2809	0.40000000000000019	1880.8252301824793	5.1251525048275948	15.019844903424373	-0.98046875	0.09765625	7264	0.0390625	1	0.022760636202043036	0.022760636202043036	-1.7554511038687783
2809	0.4100000000000002	1880.8252262842154	5.2218806761843748	16.631029485300111	-1.05859375	0.05859375	7324	0.0390625	1	0.023353735116777775	0.023353735116777775	-1.7378140278294476
2809	0.42000000000000021	1880.8252219692311	5.2902038008583663	19.014791894624995	-1.13671875	0.05859375	7375	0.0390625	1	0.023807332343537841	0.023807332343537841	-1.7182699365580942
2809	0.43000000000000022	1880.8252110779056	5.3407688905664994	22.997194706371697	-1.17578125	0.01953125	7396	0.0390625	1	0.024213472163003687	0.024213472163003687	-1.695113937285974
2809	0.44000000000000022	1880.8251976032088	5.3706088105274734	31.433276948204281	-1.29296875	0.01953125	7396	0.0390625	1	0.024862437749190534	0.024862437749190534	-1.6670287514085678
2809	0.45000000000000023	1880.8251943389771	5.3391311238354193	54.942346766804391	-1.33203125	0.01953125	7411	0.0390625	1	0.025214405418415131	0.025214405418415131	-1.6288655014971347
2809	0.46000000000000024	1880.8251813842364	5.0373940444741008	151.35341172154483	-1.33203125	0.01953125	7375	0.0390625	1	0.025976465777367619	0.025976465777367619	-1.572246445212834
2809	0.47000000000000025	1880.8251865575085	4.5647194679382528	73.373969577923219	-0.55078125	0.01953125	7336	0.0390625	1	0.026563504980051368	0.026563504980051368	-1.239092653350093
2809	0.48000000000000026	1880.8251789419512	4.4434802341656905	48.526629654301658	-0.19921875	0.01953125	7327	0.0390625	1	0.027306485717705078	0.027306485717705078	-1.029038465459702
2809	0.49000000000000027	1880.825191836499	4.3488945068740108	37.616666822429593	-0.00390625	0.01953125	7285	0.0390625	1	0.028111669930323439	0.028111669930323439	-0.83078664090832754
2809	0.50000000000000022	1880.8251958975097	4.2869830048629183	31.219776628808503	0.19140625	0.01953125	7294	0.0390625	1	0.028799528106972682	0.028799528106972682	-0.7018947114017613
2809	0.51000000000000023	1880.825170935052	4.2389013688294312	26.919068634440617	0.34765625	0.01953125	7291	0.0390625	1	0.029769802954923017	0.029769802954923017	-0.58877704128128294
2809	0.52000000000000024	1880.8251713168393	4.2001137437872913	23.846118483875426	0.46484375	0.01953125	7336	0.0390625	1	0.030446318533244792	0.030446318533244792	-0.45796657817024283
2809	0.53000000000000025	1880.8251773847198	4.1446294217416426	21.475732124616705	0.58203125	0.01953125	7366	0.0390625	1	0.031512815193488725	0.031512815193488725	-0.32818207275480943
2809	0.54000000000000026	1880.8251844137367	4.0813717577145381	19.598457953916302	0.66015625	0.01953125	7447	0.0390625	1	0.032290733664394423	0.032290733664394423	-0.20075753904542343
2809	0.55000000000000027	1880.8251835743524	4.027647352567298	18.045480865714975	0.73828125	0.01953125	7471	0.0390625	1	0.033302951067141144	0.033302951067141144	-0.11456969738980866
2809	0.56000000000000028	1880.825180934075	3.9698006795414367	16.749081297049848	0.81640625	0.01953125	7525	0.0390625	1	0.034106629301700248	0.034106629301700248	-0.033904491491131727
2809	0.57000000000000028	1880.8251779726481	3.9201101486560712	15.651061241937922	0.89453125	0.01953125	7579	0.0390625	1	0.061041400288054083	0.061041400288054083	0.061041400288054083
2809	0.58000000000000029	1880.825175345374	3.8799756928464433	14.702487376993421	0.97265625	0.01953125	7657	0.0390625	1	0.15809257306612445	0.15809257306612445	0.15809257306612445
2809	0.5900000000000003	1880.8251732950125	3.8358216636109055	13.866676756895686	1.05078125	0.01953125	7720	0.0390625	1	0.26647818047444105	0.26647818047444105	0.26647818047444105
2809	0.60000000000000031	1880.8251733680534	3.7834521839334712	13.1332841733915	1.08984375	0.01953125	7792	0.0390625	1	0.38620478816833681	0.38620478816833681	0.38620478816833681
2809	0.61000000000000032	1880.8251768285131	3.7265393127680766	12.471543855869463	1.12890625	0.01953125	7840	0.0390625	1	0.49216529076385079	0.49216529076385079	0.49216529076385079
2809	0.62000000000000033	1880.8251782137561	3.6723767685058686	11.879719490977362	1.20703125	0.01953125	7894	0.0390625	1	0.58310021604753126	0.58310021604753126	0.58310021604753126
2809	0.63000000000000034	1880.8251798462884	3.6269783283441042	11.345798434752101	1.24609375	0.01953125	7957	0.0390625	1	0.66763753667345993	0.66763753667345993	0.66763753667345993
2809	0.64000000000000035	1880.8251844208864	3.5781363624090754	10.997671914400987	0.58203125	0.01953125	7990	0.0390625	2	0.75499382690458039	0.47403737974869575	0.47403737974869575
2809	0.65000000000000036	1880.8251893511967	3.52680409164849	13.852331838342336	0.66015625	0.01953125	8053	0.0390625	2	0.8489949634161722	0.52799501520486414	0.52799501520486414
2809	0.66000000000000036	1880.8251897873408	3.4722067239586227	10.168856371231008	0.77734375	0.05859375	8125	0.0390625	2	0.94702919377686323	0.58186928185171349	0.58186928185171349
2809	0.67000000000000037	1880.8251829957808	3.4201918845990398	9.9415047796455909	1.01171875	0.05859375	8203	0.0390625	2	1.0399553250535296	0.63007003883953139	0.63007003883953139
2809	0.68000000000000038	1880.8251806197286	3.3697691360159623	10.430660040353246	1.12890625	0.01953125	8248	0.0390625	2	1.1402056059960035	0.67454133720977083	0.67454133720977083
2809	0.69000000000000039	1880.8251749875506	3.3184510112624594	10.175704522952651	1.01171875	0.01953125	8290	0.0390625	2	1.2441787556823167	0.72052238478281083	0.72052238478281083
