case_id,inner_solution,time_s,H_max_raw,H_connected_main_interface,H_centerline_or_axis_near,H_percentile_95,H_percentile_99,H_robust,interface_area_or_volume_proxy,number_of_interface_components,largest_component_length,interface_points_count,raw_minus_main_p95,raw_outlier_detected,near_top,H_raw_mm,H_robust_mm,H_m,H_mm
original_E_recomputed,1,0.0,8.474977502194332e-05,8.474977502194332e-05,8.474977502194332e-05,7.890710406734412e-05,8.358124083102348e-05,8.12441724491838e-05,0.00028785799268960877,2,0.00794246972682629,11,3.5056025727595264e-06,False,False,0.08474977502194332,0.08124417244918379,8.12441724491838e-05,0.08124417244918379
original_E_recomputed,2,0.0001,8.474977502194332e-05,8.474977502194332e-05,8.474977502194332e-05,7.890710406734413e-05,8.358124083102348e-05,8.12441724491838e-05,0.0002878579926896088,2,0.00794246972682629,11,3.5056025727595264e-06,False,False,0.08474977502194332,0.08124417244918379,8.12441724491838e-05,0.08124417244918379
original_E_recomputed,3,0.0002,8.474977502194331e-05,8.474977502194331e-05,8.474977502194331e-05,7.890710406734412e-05,8.358124083102347e-05,8.12441724491838e-05,0.0002878579926896088,2,0.00794246972682629,11,3.505602572759513e-06,False,False,0.08474977502194331,0.08124417244918379,8.12441724491838e-05,0.08124417244918379
original_E_recomputed,4,0.00030000000000000003,8.474977502194332e-05,8.474977502194332e-05,8.474977502194332e-05,7.890710406734415e-05,8.358124083102348e-05,8.124417244918381e-05,0.0002878579926896088,2,0.00794246972682629,11,3.505602572759513e-06,False,False,0.08474977502194332,0.0812441724491838,8.124417244918381e-05,0.0812441724491838
original_E_recomputed,5,0.0004,8.474977502194332e-05,8.474977502194332e-05,8.474977502194332e-05,7.890710406734413e-05,8.358124083102348e-05,8.12441724491838e-05,0.0002878579926896088,2,0.00794246972682629,11,3.5056025727595264e-06,False,False,0.08474977502194332,0.08124417244918379,8.12441724491838e-05,0.08124417244918379
original_E_recomputed,6,0.0005,8.474977502194332e-05,8.474977502194332e-05,8.474977502194332e-05,7.890710406734413e-05,8.358124083102348e-05,8.12441724491838e-05,0.0002878579926896088,2,0.00794246972682629,11,3.5056025727595264e-06,False,False,0.08474977502194332,0.08124417244918379,8.12441724491838e-05,0.08124417244918379
original_E_recomputed,7,0.0006000000000000001,8.474977502194332e-05,8.474977502194332e-05,8.474977502194332e-05,7.890710406734413e-05,8.358124083102348e-05,8.12441724491838e-05,0.0002878579926896089,2,0.00794246972682629,11,3.5056025727595264e-06,False,False,0.08474977502194332,0.08124417244918379,8.12441724491838e-05,0.08124417244918379
original_E_recomputed,8,0.0007,8.474977502194332e-05,8.474977502194332e-05,8.474977502194332e-05,7.890710406734413e-05,8.358124083102348e-05,8.12441724491838e-05,0.0002878579926896088,2,0.00794246972682629,11,3.5056025727595264e-06,False,False,0.08474977502194332,0.08124417244918379,8.12441724491838e-05,0.08124417244918379
original_E_recomputed,9,0.0008,8.474977502194332e-05,8.474977502194332e-05,8.474977502194332e-05,7.890710406734413e-05,8.358124083102348e-05,8.12441724491838e-05,0.0002878579926896088,2,0.00794246972682629,11,3.5056025727595264e-06,False,False,0.08474977502194332,0.08124417244918379,8.12441724491838e-05,0.08124417244918379
original_E_recomputed,10,0.0009000000000000001,8.474977502194332e-05,8.474977502194332e-05,8.474977502194332e-05,7.890710406734413e-05,8.358124083102348e-05,8.12441724491838e-05,0.0002878579926896088,2,0.00794246972682629,11,3.5056025727595264e-06,False,False,0.08474977502194332,0.08124417244918379,8.12441724491838e-05,0.08124417244918379
