-0.694683 0.429688
-0.707063 0.46875

-0.706891 0.46875
-0.712158 0.507812

-0.711909 0.507812
-0.710907 0.546875

-0.710623 0.546875
-0.704419 0.585938

-0.704218 0.585938
-0.69378 0.625

-0.53125 0.260138
-0.492188 0.23819

-0.453125 0.219432
-0.414062 0.202653

-0.679319 0.664062
-0.662279 0.703125

-0.642719 0.742188
-0.621415 0.78125

-0.598399 0.820312
-0.574155 0.859375

-0.522458 0.9375
-0.495347 0.976562

-0.410841 1.09375
-0.382494 1.13281

-0.257812 0.150746
-0.21875 0.140053

-0.375 0.187956
-0.335938 0.174467

-0.335938 0.174508
-0.296875 0.162162

-0.21875 0.140055
-0.179688 0.130212

-0.179688 0.130325
-0.140625 0.1211

-0.101562 0.112105
-0.0625 0.104181

-0.0625 0.104239
-0.0234375 0.097431

-0.0234375 0.0972086
0.015625 0.0918438

0.015625 0.0911863
0.0546875 0.0890249

0.0546875 0.0862857
0.09375 0.094121

0.09375 0.0978472
0.132812 0.113705

0.132812 0.121079
0.171875 0.122813

-0.325984 1.21094
-0.298535 1.25

-0.245216 1.32812
-0.219786 1.36719

-0.171527 1.44531
-0.14897 1.48438

-0.127487 1.52344
-0.107233 1.5625

-0.0881977 1.60156
-0.0704395 1.64062

-0.0539459 1.67969
-0.0388088 1.71875

-0.0387931 1.71875
-0.025012 1.75781

-0.0126101 1.79688
-0.00156172 1.83594

-0.00155625 1.83594
0.00811964 1.875

0.0163819 1.91406
0.0232671 1.95312

0.0232779 1.95312
0.0287943 1.99219

0.0287884 1.99219
0.0329259 2.03125

0.0329204 2.03125
0.0357022 2.07031

0.0356922 2.07031
0.0371494 2.10938

0.0371435 2.10938
0.0373081 2.14844

0.0372968 2.14844
0.0362032 2.1875

0.0361893 2.1875
0.0338877 2.22656

0.0338643 2.22656
0.0304291 2.26562

0.0303972 2.26562
0.0259387 2.30469

0.025913 2.30469
0.0205461 2.34375

0.014403 2.38281
0.00786388 2.42188

0.00781083 2.42188
0.000901107 2.46094

0.000823021 2.46094
-0.00619506 2.5

-0.00629615 2.5
-0.0130642 2.53906

-0.0131722 2.53906
-0.0192722 2.57812

-0.024432 2.61719
-0.0281534 2.65625

-0.0281845 2.65625
-0.0304613 2.69531

-0.0304553 2.69531
-0.0312372 2.73438

-0.0311892 2.73438
-0.0305843 2.77344

-0.0305036 2.77344
-0.0287692 2.8125

-0.0286774 2.8125
-0.0261583 2.85156

-0.0230687 2.89062
-0.0200312 2.92969

-0.0199627 2.92969
-0.0170838 2.96875

-0.0170347 2.96875
-0.0145496 3.00781

-0.0145231 3.00781
-0.0125831 3.04688

-0.0125789 3.04688
-0.0112453 3.08594

-0.0112605 3.08594
-0.010511 3.125

-0.0105413 3.125
-0.0102849 3.16406

-0.0103242 3.16406
-0.0104219 3.20312

-0.0104632 3.20312
-0.0107536 3.24219

-0.0107895 3.24219
-0.0111185 3.28125

-0.0111433 3.28125
-0.0113895 3.32031

-0.0114005 3.32031
-0.0114925 3.35938

-0.0114907 3.35938
-0.0114103 3.39844

-0.0113998 3.39844
-0.0111717 3.4375

-0.0111575 3.4375
-0.0108313 3.47656

-0.0108181 3.47656
-0.0104484 3.51562

-0.0104391 3.51562
-0.0100707 3.55469

-0.0100661 3.55469
-0.00972678 3.59375

-0.00972615 3.59375
-0.00942633 3.63281

-0.00942808 3.63281
-0.00916554 3.67188

-0.0091681 3.67188
-0.00893422 3.71094

-0.00893652 3.71094
-0.00872161 3.75

-0.00872316 3.75
-0.00851953 3.78906

-0.00852032 3.78906
-0.00832329 3.82812

-0.00832353 3.82812
-0.00813107 3.86719

-0.00813102 3.86719
-0.00794273 3.90625

-0.00794259 3.90625
-0.00775883 3.94531

-0.00775872 3.94531
-0.00757999 3.98438

-0.00757993 3.98438
-0.00740658 4.02344

-0.00740658 4.02344
-0.00723873 4.0625

-0.00723876 4.0625
-0.00707635 4.10156

-0.0070764 4.10156
-0.00691926 4.14062

-0.00691932 4.14062
-0.00676724 4.17969

-0.00676729 4.17969
-0.00662007 4.21875

-0.00662012 4.21875
-0.00647753 4.25781

-0.00647757 4.25781
-0.00633944 4.29688

-0.00633948 4.29688
-0.00620562 4.33594

-0.00620566 4.33594
-0.00607592 4.375

-0.00607595 4.375
-0.00595018 4.41406

-0.00595022 4.41406
-0.00582827 4.45312

-0.0058283 4.45312
-0.00571005 4.49219

-0.00571008 4.49219
-0.00559539 4.53125

-0.00559542 4.53125
-0.00548417 4.57031

-0.0054842 4.57031
-0.00537627 4.60938

-0.0053763 4.60938
-0.00527157 4.64844

-0.0052716 4.64844
-0.00516997 4.6875

-0.00516999 4.6875
-0.00507135 4.72656

-0.00507137 4.72656
-0.00497561 4.76562

-0.00497563 4.76562
-0.00488265 4.80469

-0.00488267 4.80469
-0.00479237 4.84375

-0.0047924 4.84375
-0.0047047 4.88281

-0.00470472 4.88281
-0.00461953 4.92188

-0.00461955 4.92188
-0.00453679 4.96094

-0.00453681 4.96094
-0.0044564 5

-0.00445642 5
-0.00437828 5.03906

-0.0043783 5.03906
-0.00430237 5.07812

-0.00430238 5.07812
-0.00422859 5.11719

-0.0042286 5.11719
-0.00415688 5.15625

-0.0041569 5.15625
-0.00408718 5.19531

-0.00408719 5.19531
-0.00401941 5.23438

-0.00401943 5.23438
-0.00395351 5.27344

-0.00395353 5.27344
-0.00388941 5.3125

-0.00388943 5.3125
-0.00382704 5.35156

-0.00382706 5.35156
-0.00376633 5.39062

-0.00376635 5.39062
-0.00370723 5.42969

-0.00370725 5.42969
-0.00364968 5.46875

-0.00364969 5.46875
-0.00359364 5.50781

-0.00359365 5.50781
-0.00353906 5.54688

-0.00353907 5.54688
-0.00348592 5.58594

-0.00348593 5.58594
-0.00343419 5.625

-0.00343419 5.625
-0.00338383 5.66406

-0.00338384 5.66406
-0.00333484 5.70312

-0.00333484 5.70312
-0.00328717 5.74219

-0.00328718 5.74219
-0.00324082 5.78125

-0.00324082 5.78125
-0.00319575 5.82031

-0.00319575 5.82031
-0.00315193 5.85938

-0.00315194 5.85938
-0.00310935 5.89844

-0.00310935 5.89844
-0.00306795 5.9375

-0.00306796 5.9375
-0.00302772 5.97656

-0.00302773 5.97656
-0.00298861 6.01562

-0.00298862 6.01562
-0.00295058 6.05469

-0.00295059 6.05469
-0.00291359 6.09375

-0.0029136 6.09375
-0.00287762 6.13281

-0.00287763 6.13281
-0.0028426 6.17188

-0.00284261 6.17188
-0.00280852 6.21094

-0.00280853 6.21094
-0.00277533 6.25

-0.00277534 6.25
-0.00274299 6.28906

-0.002743 6.28906
-0.00271147 6.32812

-0.00271148 6.32812
-0.00268073 6.36719

-0.00268074 6.36719
-0.00265076 6.40625

-0.00265076 6.40625
-0.00262151 6.44531

-0.00262151 6.44531
-0.00259295 6.48438

-0.00259296 6.48438
-0.00256508 6.52344

-0.00256509 6.52344
-0.00253786 6.5625

-0.00253786 6.5625
-0.00251127 6.60156

-0.00251127 6.60156
-0.00248529 6.64062

-0.00248529 6.64062
-0.00245991 6.67969

-0.00245991 6.67969
-0.0024351 6.71875

-0.00243511 6.71875
-0.00241086 6.75781

-0.00241086 6.75781
-0.00238717 6.79688

-0.00238717 6.79688
-0.00236401 6.83594

-0.00236402 6.83594
-0.00234138 6.875

-0.00234138 6.875
-0.00231925 6.91406

-0.00231926 6.91406
-0.00229763 6.95312

-0.00229763 6.95312
-0.00227649 6.99219

-0.00227649 6.99219
-0.00225583 7.03125

-0.00225583 7.03125
-0.00223564 7.07031

-0.00223564 7.07031
-0.0022159 7.10938

-0.0022159 7.10938
-0.00219662 7.14844

-0.00219662 7.14844
-0.00217777 7.1875

-0.00217777 7.1875
-0.00215936 7.22656

-0.00215936 7.22656
-0.00214138 7.26562

-0.00214138 7.26562
-0.00212381 7.30469

-0.00212381 7.30469
-0.00210665 7.34375

-0.00210665 7.34375
-0.0020899 7.38281

-0.0020899 7.38281
-0.00207354 7.42188

-0.00207354 7.42188
-0.00205757 7.46094

-0.00205757 7.46094
-0.00204199 7.5

-0.00204199 7.5
-0.00202678 7.53906

-0.00202678 7.53906
-0.00201194 7.57812

-0.00201195 7.57812
-0.00199747 7.61719

-0.00199747 7.61719
-0.00198336 7.65625

-0.00198336 7.65625
-0.0019696 7.69531

-0.0019696 7.69531
-0.00195619 7.73438

-0.00195619 7.73438
-0.00194312 7.77344

-0.00194312 7.77344
-0.00193039 7.8125

-0.00193039 7.8125
-0.00191798 7.85156

-0.00191798 7.85156
-0.00190591 7.89062

-0.00190591 7.89062
-0.00189415 7.92969

-0.00189415 7.92969
-0.0018827 7.96875

-0.0018827 7.96875
-0.00187157 8.00781

-0.00187157 8.00781
-0.00186074 8.04688

-0.00186074 8.04688
-0.0018502 8.08594

-0.0018502 8.08594
-0.00183996 8.125

-0.00183996 8.125
-0.00183 8.16406

-0.00183 8.16406
-0.00182032 8.20312

-0.00182032 8.20312
-0.00181092 8.24219

-0.00181092 8.24219
-0.00180179 8.28125

-0.00180179 8.28125
-0.00179293 8.32031

-0.00179293 8.32031
-0.00178432 8.35938

-0.00178432 8.35938
-0.00177597 8.39844

-0.00177598 8.39844
-0.00176788 8.4375

-0.00176788 8.4375
-0.00176003 8.47656

-0.00176003 8.47656
-0.00175243 8.51562

-0.00175243 8.51562
-0.00174506 8.55469

-0.00174506 8.55469
-0.00173793 8.59375

-0.00173793 8.59375
-0.00173102 8.63281

-0.00173102 8.63281
-0.00172434 8.67188

-0.00172434 8.67188
-0.00171788 8.71094

-0.00171788 8.71094
-0.00171163 8.75

-0.00171163 8.75
-0.00170559 8.78906

-0.00170559 8.78906
-0.00169975 8.82812

-0.00169975 8.82812
-0.00169411 8.86719

-0.00169411 8.86719
-0.00168866 8.90625

-0.00168866 8.90625
-0.00168339 8.94531

-0.00168339 8.94531
-0.00167831 8.98438

-0.00167831 8.98438
-0.00167341 9.02344

-0.00167341 9.02344
-0.00166869 9.0625

-0.0016687 9.0625
-0.00166415 9.10156

-0.00166416 9.10156
-0.00165979 9.14062

-0.00165979 9.14062
-0.0016556 9.17969

-0.0016556 9.17969
-0.00165158 9.21875

-0.00165158 9.21875
-0.00164772 9.25781

-0.00164773 9.25781
-0.00164402 9.29688

-0.00164402 9.29688
-0.00164045 9.33594

-0.00164045 9.33594
-0.00163702 9.375

-0.00163702 9.375
-0.00163371 9.41406

-0.00163371 9.41406
-0.00163053 9.45312

-0.00163053 9.45312
-0.00162747 9.49219

-0.00162747 9.49219
-0.00162455 9.53125

-0.00162454 9.53125
-0.00162176 9.57031

-0.00162176 9.57031
-0.00161914 9.60938

-0.00161913 9.60938
-0.00161668 9.64844

-0.00161668 9.64844
-0.00161442 9.6875

-0.00161442 9.6875
-0.00161238 9.72656

-0.00161237 9.72656
-0.00161056 9.76562

-0.00161056 9.76562
-0.001609 9.80469

-0.00160899 9.80469
-0.00160769 9.84375

-0.00160769 9.84375
-0.00160667 9.88281

-0.00160666 9.88281
-0.00160593 9.92188

-0.00160593 9.92188
-0.00160548 9.96094

-0.00160548 9.96094
-0.00160533 10

