case_id,priority,model_path,extraction_status,postprocess_status,array_path,point_count_original_initial,point_count_used_initial,point_count_original_final,point_count_used_final,array_method_initial,array_method_final,postprocess_method,H0_recomputed,Hfinal_recomputed,H_final_minus_H0_recomputed,interface_quality,regional_roughness,regional_roughness_inner_edge,regional_roughness_outer_edge,regional_roughness_farfield,max_slope,principal_spike_region,interface_points_count,pseudo_spike_regional_flag,memory_error_resolved,case_pass_after_recompute,exception_class,exception_message
W10_plain_wall_no_wettedwall_diagnostic,1,D:\_COMSOL_FILE_SAVE_\COMSOL_Ring_Fountain\06_true_moving_geometry_R3_ring_contactline_isolation\04_wettedwall_contactline_controls\models\W10_plain_wall_no_wettedwall_diagnostic.mph,PASS,PASS,D:\_COMSOL_FILE_SAVE_\COMSOL_Ring_Fountain\06_true_moving_geometry_R3_raw_array_extraction_recompute\arrays\T005_01_W10_plain_wall_no_wettedwall_diagnostic_20260620_150203.npz,21399,21399,21399,21399,npz_existing_arrays,npz_existing_arrays,npz_binned_crossing_160,-5.363988027080706e-11,1.5274957148335542e-06,1.527549354713825e-06,clear,0.0004680239197852734,1.9457423484639998e-05,3.508074504363946e-05,0.0001476124999807464,2.503282966614454,global,135,False,YES,True,,
W0_current_wettedwall,2,D:\_COMSOL_FILE_SAVE_\COMSOL_Ring_Fountain\06_true_moving_geometry_R3_ring_contactline_isolation\04_wettedwall_contactline_controls\models\W0_current_wettedwall.mph,PASS,PASS,D:\_COMSOL_FILE_SAVE_\COMSOL_Ring_Fountain\06_true_moving_geometry_R3_raw_array_extraction_recompute\arrays\T005_02_W0_current_wettedwall_20260620_150203.npz,16272,16272,16272,16272,npz_existing_arrays,npz_existing_arrays,npz_binned_crossing_160,-4.098242394757269e-06,-2.023452356901746e-06,2.074790037855523e-06,clear,0.000837332070011478,1.8282198902965278e-05,0.00015483544424851057,0.0005049222809009445,2.117135202405897,global,132,False,YES,True,,
