case_id,priority,model_path,extraction_status,postprocess_status,array_path,point_count_original_initial,point_count_used_initial,point_count_original_final,point_count_used_final,array_method_initial,array_method_final,postprocess_method,H0_recomputed,Hfinal_recomputed,H_final_minus_H0_recomputed,interface_quality,regional_roughness,regional_roughness_inner_edge,regional_roughness_outer_edge,regional_roughness_farfield,max_slope,principal_spike_region,interface_points_count,pseudo_spike_regional_flag,memory_error_resolved,case_pass_after_recompute,exception_class,exception_message
G2_ring_deeper_submerged,1,D:\_COMSOL_FILE_SAVE_\COMSOL_Ring_Fountain\06_true_moving_geometry_R3_ring_contactline_isolation\03_ring_geometry_position_controls\models\G2_ring_deeper_submerged_20260620_022152.mph,FAILED,FAILED,,,,,,,,,,,,,,,,,,,,,,,MemoryError,
G3_ring_far_below_surface,2,D:\_COMSOL_FILE_SAVE_\COMSOL_Ring_Fountain\06_true_moving_geometry_R3_ring_contactline_isolation\03_ring_geometry_position_controls\models\G3_ring_far_below_surface_20260620_022152.mph,FAILED,FAILED,,,,,,,,,,,,,,,,,,,,,,,MemoryError,
G2_ring_deeper_submerged,1,D:\_COMSOL_FILE_SAVE_\COMSOL_Ring_Fountain\06_true_moving_geometry_R3_ring_contactline_isolation\03_ring_geometry_position_controls\models\G2_ring_deeper_submerged_20260620_022152.mph,PASS,PASS,D:\_COMSOL_FILE_SAVE_\COMSOL_Ring_Fountain\06_true_moving_geometry_R3_raw_array_extraction_recompute\arrays\01_G2_ring_deeper_submerged_20260620_134239.npz,16254,16254,16254,16254,npz_existing_arrays,npz_existing_arrays,npz_binned_crossing_160,-1.544326974352188e-05,-1.3137082264942925e-05,2.3061874785789544e-06,clear,0.0003135388983991663,4.085029711268896e-05,5.790159204906391e-05,0.0003135388983991663,0.9644625326955253,farfield,138,False,YES,True,,
G3_ring_far_below_surface,2,D:\_COMSOL_FILE_SAVE_\COMSOL_Ring_Fountain\06_true_moving_geometry_R3_ring_contactline_isolation\03_ring_geometry_position_controls\models\G3_ring_far_below_surface_20260620_022152.mph,PASS,PASS,D:\_COMSOL_FILE_SAVE_\COMSOL_Ring_Fountain\06_true_moving_geometry_R3_raw_array_extraction_recompute\arrays\02_G3_ring_far_below_surface_20260620_134239.npz,16209,16209,16209,16209,npz_existing_arrays,npz_existing_arrays,npz_binned_crossing_160,-7.300734160141061e-06,-9.427762656284456e-06,-2.1270284961433944e-06,clear,0.0005259050252292186,2.9394387384552072e-05,2.236821481178995e-05,0.0005259050252292186,1.7287351782647318,farfield,135,False,YES,True,,
