case_id,priority,model_path,model_exists,previous_t004_status,attempted_t005,extraction_status,postprocess_status,output_array_path,notes
W10_plain_wall_no_wettedwall_diagnostic,1,D:\_COMSOL_FILE_SAVE_\COMSOL_Ring_Fountain\06_true_moving_geometry_R3_ring_contactline_isolation\04_wettedwall_contactline_controls\models\W10_plain_wall_no_wettedwall_diagnostic.mph,YES,NOT_ATTEMPTED/NOT_ATTEMPTED,YES,PASS,PASS,D:\_COMSOL_FILE_SAVE_\COMSOL_Ring_Fountain\06_true_moving_geometry_R3_raw_array_extraction_recompute\arrays\T005_01_W10_plain_wall_no_wettedwall_diagnostic_20260620_150203.npz,
W0_current_wettedwall,2,D:\_COMSOL_FILE_SAVE_\COMSOL_Ring_Fountain\06_true_moving_geometry_R3_ring_contactline_isolation\04_wettedwall_contactline_controls\models\W0_current_wettedwall.mph,YES,NOT_ATTEMPTED/NOT_ATTEMPTED,YES,PASS,PASS,D:\_COMSOL_FILE_SAVE_\COMSOL_Ring_Fountain\06_true_moving_geometry_R3_raw_array_extraction_recompute\arrays\T005_02_W0_current_wettedwall_20260620_150203.npz,
