case_id,Vtarget,t_end,dt,used_forcing_route,WettedWall_selection_ok,solve_status,failure_message,diagnostic_H_final_minus_H0_m,max_interface_height_change,max_velocity,max_pressure,interface_quality,pseudo_spike_detected,model,table,plot,phils_final,case_pass
E_extended_stability,1e-2[m/s],0.020[s],1e-4[s],"WettedWall utr = {0,-Vwall_eff(t),0}",True,PASS,,0.0002340314889688338,0.0002340314889688338,0.09960590392032331,18.14757169464013,clear,False,D:\_COMSOL_FILE_SAVE_\COMSOL_Ring_Fountain\05_two_phase_free_surface\5B4_falling_or_equivalent_ring\models\ring_fountain_v5B4_extended_stability.mph,D:\_COMSOL_FILE_SAVE_\COMSOL_Ring_Fountain\05_two_phase_free_surface\5B4_falling_or_equivalent_ring\tables\E_extended_stability_H_vs_t.csv,D:\_COMSOL_FILE_SAVE_\COMSOL_Ring_Fountain\05_two_phase_free_surface\5B4_falling_or_equivalent_ring\images\E_extended_stability_H_vs_t.png,D:\_COMSOL_FILE_SAVE_\COMSOL_Ring_Fountain\05_two_phase_free_surface\5B4_falling_or_equivalent_ring\images\E_extended_stability_phils_final.png,FAIL
