requested_relative_ms	sample_relative_ms	z_mm	central_radius_mm	central_crossings
33	33	0	3.05209045477	1
33	33	0.25	3.05671936586	1
33	33	0.5	3.06787550921	1
33	33	0.75	3.08265938369	1
33	33	1	3.12691477093	1
33	33	1.25	3.20457001834	1
33	33	1.5	3.39618842599	1
33	33	1.75	3.45116495682	1
33	33	2	3.52678851904	1
33	33	2.25	3.40120191494	1
33	33	2.5	1.27051913323	4
33	33	2.75	0.948111781168	1
33	33	3	0.913442160293	1
33	33	3.25	0.677316610771	1
33	33	3.5	0.389577365901	1
55	55	0	3.03043275861	1
55	55	0.25	2.97867692198	1
55	55	0.5	2.93963809118	1
55	55	0.75	2.89946342874	1
55	55	1	2.86602213879	1
55	55	1.25	2.84285700118	1
55	55	1.5	2.82257145127	1
55	55	1.75	2.80826165488	2
55	55	2	2.80384125391	2
55	55	2.25	2.82664430255	1
55	55	2.5	2.84870835867	1
55	55	2.75	2.87426296618	1
55	55	3	2.90542380986	1
55	55	3.25	2.93105321033	1
55	55	3.5	2.95417127635	1
55	55	3.75	2.96437503141	1
55	55	4	2.95417943404	1
55	55	4.25	2.92052251063	1
55	55	4.5	2.82306159258	1
55	55	4.75	2.70331396214	1
55	55	5	2.41744913656	1
55	55	5.25	1.53387028354	1
62.5	62.5	0	2.47649251086	2
62.5	62.5	0.25	2.46376281001	1
62.5	62.5	0.5	2.51941797684	2
62.5	62.5	0.75	2.61863272043	2
62.5	62.5	1	2.74435372224	1
62.5	62.5	1.25	2.8901188316	1
62.5	62.5	1.5	2.95373868895	1
62.5	62.5	1.75	2.98001800665	1
62.5	62.5	2	2.95430115317	1
62.5	62.5	2.25	2.90619880775	1
62.5	62.5	2.5	2.78758381681	2
62.5	62.5	2.75	2.72199187727	1
62.5	62.5	3	2.69320012759	1
62.5	62.5	3.25	2.6676404261	1
62.5	62.5	3.5	2.69079085414	1
62.5	62.5	3.75	2.71583213595	1
62.5	62.5	4	2.73921354621	1
62.5	62.5	4.25	2.77324399201	1
62.5	62.5	4.5	2.78023759542	1
62.5	62.5	4.75	2.7961892808	1
62.5	62.5	5	2.74486198869	1
62.5	62.5	5.25	2.68277828484	1
62.5	62.5	5.5	2.4975224213	1
62.5	62.5	5.75	2.19173290881	1
62.5	62.5	6	1.61395099811	1
76	76	0	3.36662543474	2
76	76	0.25	3.39980606778	2
76	76	0.5	3.45686363708	2
76	76	0.75	3.50636584407	2
76	76	1	3.61892980996	2
76	76	1.5	3.9900257827	2
76	76	1.75	4.65470451895	3
76	76	2.5	9.37972209637	1
76	76	2.75	7.85007106415	1
76	76	3	2.5974478838	2
76	76	3.25	3.130860747	2
76	76	3.5	2.29074351981	2
76	76	3.75	2.28584479913	1
76	76	4	2.28695180664	1
76	76	4.25	2.3390133451	2
76	76	4.5	2.45087659004	1
76	76	4.75	2.50557808258	1
76	76	5	2.54868942445	1
76	76	5.25	2.56877489454	1
76	76	5.5	2.56801465122	1
76	76	5.75	2.54292936338	1
76	76	6	2.48569142345	1
76	76	6.25	2.39262106098	1
76	76	6.5	2.22875305619	1
76	76	6.75	2.04822924666	1
76	76	7	1.79707796971	1
76	76	7.25	1.45851728474	1
90	90	0	2.89398843072	1
90	90	0.25	2.77432692707	1
90	90	0.5	2.67494129129	1
90	90	0.75	2.57727604609	1
90	90	1	2.47785612888	1
90	90	1.25	2.43171007344	2
90	90	1.5	2.42857455423	2
90	90	1.75	2.5428709295	2
90	90	2	2.75620278158	3
90	90	2.25	3.21745483096	2
90	90	2.5	3.47146323086	2
90	90	2.75	3.69107009641	2
90	90	3	3.79184935559	2
90	90	3.25	3.97746695844	2
90	90	3.5	4.2156063027	4
90	90	3.75	4.59116066469	2
90	90	4	5.32656108959	3
90	90	4.25	9.08632241496	1
90	90	4.75	7.77898794439	1
90	90	5	6.6032381183	1
90	90	5.25	2.58961775443	1
90	90	5.5	2.10390705565	1
90	90	5.75	1.91998855049	1
90	90	6.25	1.86934533593	2
90	90	6.5	1.92137327569	1
90	90	6.75	1.94834555714	1
90	90	7	2.00391026964	1
90	90	7.25	1.97741240184	1
90	90	7.5	1.93899101159	1
90	90	7.75	1.78279934974	1
90	90	8	1.55949206836	1
90	90	8.25	1.01340367861	1
