requested_relative_ms	sample_time_s	sample_relative_ms	file	jet_top_mm	base_radius_mm	max_radius_mm	max_to_base_ratio	upper_mean_radius_mm	lower_mean_radius_mm	upper_to_lower_ratio	layers_with_multiple_central_crossings	max_central_crossings
58	0.20425	57.9166666667	interface-000204250us.dat	5.66947350126	3.39517017464	3.77590776341	1.1121409441	3.41999550972	3.40775260171	1.00359266339	1	2
58.5	0.20475	58.4166666667	interface-000204750us.dat	5.72808263747	3.39240889346	3.70605156142	1.09245426416	3.5991242293	3.42354452561	1.05128594133	1	2
59	0.20525	58.9166666667	interface-000205250us.dat	5.78558356035	3.38867939687	3.69645016824	1.09082321911	3.60794286486	3.42549122594	1.05326291235	1	2
59.5	0.20575	59.4166666667	interface-000205750us.dat	5.84423622616	3.38155322074	3.74009522907	1.10602879355	3.64495970275	3.42457887991	1.06435267826	2	2
60	0.20625	59.9166666667	interface-000206250us.dat	5.90208762266	3.36925503192	3.72090608487	1.10437056549	3.64311981849	3.4245377636	1.06382819229	2	2
60.5	0.20675	60.4166666667	interface-000206750us.dat	5.95899837947	3.35400477867	3.70424952681	1.10442583456	3.51033345299	3.42389525762	1.02524557233	1	2
61	0.20725	60.9166666667	interface-000207250us.dat	6.0158633134	3.33559605893	3.73461330797	1.11962397184	3.5731911417	3.42226245416	1.0441020201	1	2
61.5	0.20775	61.4166666667	interface-000207750us.dat	6.07258629317	3.31371337008	3.74245367277	1.1293836415	3.60889139493	3.41955128061	1.0553698713	1	2
62	0.20825	61.9166666667	interface-000208250us.dat	6.12813362645	3.28926919158	3.73915947372	1.1367751485	3.61020310347	3.41485962246	1.05720395642	1	2
62.5	0.20875	62.4166666667	interface-000208750us.dat	6.18346380494	3.26277293407	3.71728499972	1.13930238936	3.61181640291	3.40795976606	1.05981779447	1	2
63	0.20925	62.9166666667	interface-000209250us.dat	6.23754956396	3.23437795559	3.69777348432	1.14327191661	3.61295003462	3.39933928114	1.06283890362	1	2
63.5	0.20975	63.4166666667	interface-000209750us.dat	6.29139329595	3.20541693746	3.7397642315	1.16670133854	3.59152834649	3.3865931191	1.06051368446	0	1
64	0.21025	63.9166666667	interface-000210250us.dat	6.34500212271	3.17672136215	3.71654563943	1.16993126426	3.59165032074	3.37505150259	1.06417644827	0	1
64.5	0.21075	64.4166666667	interface-000210750us.dat	6.39838828178	3.14886461452	3.69318607965	1.17286277175	3.55991890157	3.36218698981	1.0588105041	1	2
65	0.21125	64.9166666667	interface-000211250us.dat	6.45156763253	3.12212114856	3.67357493469	1.17662792694	3.56337943726	3.36615416196	1.05859068415	1	2
65.5	0.21175	65.4166666667	interface-000211750us.dat	6.50455742456	3.09651104269	3.72589547576	1.20325599502	3.59407092632	3.35161958222	1.07233856294	1	2
66	0.21225	65.9166666667	interface-000212250us.dat	6.55737414776	3.07199134847	3.69878266993	1.2040342079	3.5941882788	3.33618260325	1.07733559767	0	1
66.5	0.21275	66.4166666667	interface-000212750us.dat	6.61103736661	3.04849613908	3.67732371003	1.20627468176	3.55422218707	3.3197251239	1.07063749389	1	2
67	0.21325	66.9166666667	interface-000213250us.dat	6.66556524279	3.0369445583	3.68686770012	1.21400559982	3.56062217423	3.30302505218	1.0779882435	2	2
67.5	0.21375	67.4166666667	interface-000213750us.dat	6.7219744618	3.01639583973	3.65959117988	1.21323306831	3.55599928342	3.28601948021	1.08216013473	0	1
68	0.21425	67.9166666667	interface-000214250us.dat	6.78028529581	2.99686424104	3.63388377262	1.21256202495	3.55118427432	3.26896377601	1.08633332079	0	1
68.5	0.21475	68.4166666667	interface-000214750us.dat	6.8395170575	2.97808566293	3.67856531435	1.23521138433	3.54930711914	3.25201515083	1.09141776853	1	2
69	0.21525	68.9166666667	interface-000215250us.dat	6.90068780413	2.96045520722	3.64509296771	1.23126097596	3.50584296837	3.23386893099	1.08410175032	2	2
69.5	0.21575	69.4166666667	interface-000215750us.dat	6.96181503578	2.94315840754	3.61729406245	1.22905177417	3.50708272429	3.21527724607	1.09075593048	0	1
70	0.21625	69.9166666667	interface-000216250us.dat	7.02391481488	2.92607649044	3.59520904405	1.22867910521	3.51761036883	3.19692277658	1.1003113352	0	1
70.5	0.21675	70.4166666667	interface-000216750us.dat	7.08500181699	2.90963194678	3.61435619599	1.24220391517	3.52064497364	3.17883260891	1.10752763885	1	2
71	0.21725	70.9166666667	interface-000217250us.dat	7.14509038869	2.89373733328	3.58899226446	1.24026193504	3.51489973499	3.18442229417	1.10377940182	0	1
71.5	0.21775	71.4166666667	interface-000217750us.dat	7.20419365229	2.87633672888	3.56774263975	1.24037724927	3.47735074	3.16950391857	1.09712776174	0	1
72	0.21825	71.9166666667	interface-000218250us.dat	7.26232423819	2.79357101534	3.58072237833	1.28177245492	3.48932398214	3.15483638992	1.10602375238	2	2
72.5	0.21875	72.4166666667	interface-000218750us.dat	7.31849286522	2.77238102509	3.55709050586	1.28304532229	3.47955983637	3.14153954474	1.10759701949	3	2
73	0.21925	72.9166666667	interface-000219250us.dat	7.37270981488	2.74938001449	3.53856079344	1.28703954157	3.4869372972	3.12879464595	1.11446665306	3	2
73.5	0.21975	73.4166666667	interface-000219750us.dat	7.42598491994	2.7250636591	3.57305806552	1.31118333826	3.49066247554	3.11607662847	1.12021073026	2	2
74	0.22025	73.9166666667	interface-000220250us.dat	7.47732744774	2.70652460075	3.55140000208	1.31216246883	3.48580098126	3.10350482105	1.1231820739	3	2
74.5	0.22075	74.4166666667	interface-000220750us.dat	7.52674583184	2.69425444628	3.53378645871	1.31160086368	3.46123287305	3.11694850582	1.11045558391	3	2
75	0.22125	74.9166666667	interface-000221250us.dat	7.57424811182	2.68454709823	3.53760547866	1.31776621874	3.45934791333	3.1057937272	1.11383698248	2	2
75.5	0.22175	75.4166666667	interface-000221750us.dat	7.62084214158	2.67714465207	3.51925018778	1.31455361781	3.45460323247	3.0947044822	1.11629502989	2	2
76	0.22225	75.9166666667	interface-000222250us.dat	7.66454088474	2.67064897735	3.53834092668	1.32489928728	3.45791849801	3.08310716357	1.12156935019	2	2
76.5	0.22275	76.4166666667	interface-000222750us.dat	7.70735273264	2.66370842109	3.51327806711	1.31894243353	3.45558121357	3.07087975294	1.12527402295	1	2
77	0.22325	76.9166666667	interface-000223250us.dat	7.74828222576	2.65575210307	3.49628896645	1.31649673266	3.45606428889	3.04620144369	1.13454883164	3	2
77.5	0.22375	77.4166666667	interface-000223750us.dat	7.78833299786	2.64450129413	3.52095868683	1.3314263429	3.45454981614	3.03339393652	1.13883982379	3	2
78	0.22425	77.9166666667	interface-000224250us.dat	7.8255095857	2.63438016586	3.50199208813	1.32934195812	3.42017350638	3.02132813412	1.13200994879	3	2
78.5	0.22475	78.4166666667	interface-000224750us.dat	7.86281814819	2.62346169371	3.5099973104	1.33792588579	3.42521598949	3.039422468	1.12692987749	1	2
79	0.22525	78.9166666667	interface-000225250us.dat	7.89726503659	2.60366655068	3.49220916724	1.34126590301	3.4183808575	3.01944075452	1.13212383862	2	2
79.5	0.22575	79.4166666667	interface-000225750us.dat	7.9308544316	2.61126666897	3.49162098981	1.33713688889	3.41995976196	3.00782816767	1.13701966047	1	2
80	0.22625	79.9166666667	interface-000226250us.dat	7.96258905455	2.61707759689	3.47137824204	1.32643305883	3.41635259482	2.99680983114	1.13999645868	2	2
80.5	0.22675	80.4166666667	interface-000226750us.dat	7.99347120109	2.62000054751	3.46177356251	1.32128734316	3.41772135589	2.98575048902	1.14467748342	2	2
81	0.22725	80.9166666667	interface-000227250us.dat	8.0235031958	2.61920617712	3.47689881645	1.32746281939	3.41389615717	2.96512244111	1.15135082108	3	2
81.5	0.22775	81.4166666667	interface-000227750us.dat	8.05168745932	2.61477569283	3.45983487961	1.3231861108	3.41468857535	2.95468503864	1.15568614952	3	2
82	0.22825	81.9166666667	interface-000228250us.dat	8.07902608873	2.60769007039	3.4728549937	1.33177444403	3.40785191165	2.94369191181	1.15767954451	2	2
82.5	0.22875	82.4166666667	interface-000228750us.dat	8.10552084935	2.59760979612	3.4568040823	1.33076341468	3.40717811622	2.93279749336	1.16175021424	1	2
83	0.22925	82.9166666667	interface-000229250us.dat	8.13017345594	2.58545545149	3.45775813175	1.33738840085	3.37581647496	2.92161623157	1.15546197974	1	2
83.5	0.22975	83.4166666667	interface-000229750us.dat	8.15498548343	2.58234089553	3.44337480341	1.33343154243	3.37524665457	2.91218460635	1.15900848017	1	2
84	0.23025	83.9166666667	interface-000230250us.dat	8.17795830756	2.59192553013	3.43609404766	1.32569165577	3.37246531542	2.89220654512	1.16605272231	2	2
84.5	0.23075	84.4166666667	interface-000230750us.dat	8.20009305388	2.59556734306	3.4297986773	1.32140616057	3.36496637371	2.88255153811	1.1673568813	2	2
85	0.23125	84.9166666667	interface-000231250us.dat	8.22039065919	2.59412713036	3.43900470501	1.32568857739	3.35793761154	2.87210131968	1.16915708667	1	2
85.5	0.23175	85.4166666667	interface-000231750us.dat	8.24085191976	2.58865590343	3.42765639584	1.32410661119	3.35653793779	2.86127596874	1.17309129719	1	2
86	0.23225	85.9166666667	interface-000232250us.dat	8.26047756069	2.57946411077	3.43144801713	1.33029492552	3.34987770026	2.85061038931	1.17514400173	2	2
86.5	0.23275	86.4166666667	interface-000232750us.dat	8.27826808171	2.56633106403	3.41751890642	1.33167499483	3.34866521269	2.84035155331	1.17896152988	2	2
87	0.23325	86.9166666667	interface-000233250us.dat	8.29622395483	2.55351823068	3.41548255625	1.33755949545	3.3435226345	2.83160399239	1.18078751248	2	2
87.5	0.23375	87.4166666667	interface-000233750us.dat	8.3133455587	2.5604509473	3.4116001164	1.33242158768	3.34452483237	2.81301982411	1.18894463654	2	2
88	0.23425	87.9166666667	interface-000234250us.dat	8.32863319543	2.56179254006	3.40046479451	1.32737711635	3.3439451285	2.80205218276	1.19339145398	3	2
88.5	0.23475	88.4166666667	interface-000234750us.dat	8.34408595042	2.55955461792	3.41008725234	1.3322971225	3.33546584861	2.78934335207	1.19578891072	2	2
89	0.23525	88.9166666667	interface-000235250us.dat	8.358699708	2.55483982963	3.39987050691	1.33075681202	3.33304360183	2.77589133955	1.20071112091	2	2
89.5	0.23575	89.4166666667	interface-000235750us.dat	8.37247236549	2.54686527659	3.40056174303	1.33519498431	3.32578571399	2.76340340666	1.20351075271	2	2
90	0.23625	89.9166666667	interface-000236250us.dat	8.38640268517	2.53601190812	3.39174313948	1.3374318664	3.32400023919	2.75156816841	1.20803848415	1	2
