time_s	time_after_contact_ms	ring_center_lab_m	all_water_top_m	coherent_top_m	coherent_top_radius_m	central_coherent_top_m	detached_water_top_m	water_samples	coherent_samples	detached_samples
0.147	0.5	0.001573041634	-0.000427258365998	-0.000427258365998	0.00899999	-0.000427258365998	nan	36170	36170	0
0.148	1.5	0.000127043083029	-0.000873256916971	-0.000873256916971	0	-0.000873256916971	nan	36290	36290	0
0.149	2.5	-0.00132822632047	-0.000328527320469	-0.000328527320469	0.00999999	-0.000328527320469	nan	36519	36519	0
0.15	3.5	-0.0027923139987	-0.0007926139987	-0.0007926139987	0	-0.0007926139987	nan	36640	36640	0
0.151	4.5	-0.00426485711661	-0.000265157116613	-0.000265157116613	0.00899999	-0.000265157116613	nan	36870	36870	0
0.152	5.5	-0.00574592225708	-0.000746232257076	-0.000746232257076	0	-0.000746232257076	nan	36989	36989	0
0.153	6.5	-0.0072358332584	-0.000236143258405	-0.000236143258405	0.00899999	-0.000236143258405	nan	37220	37220	0
0.154	7.5	-0.008734426395	-0.000734736394998	-0.000734736394998	0.00799999	-0.000734736394998	nan	37340	37340	0
0.155	8.5	-0.0102413835383	-0.000241693538345	-0.000241693538345	0.00999999	-0.000241693538345	nan	37573	37573	0
0.156	9.5	-0.0117568876251	-0.0007571876251	-0.0007571876251	0.00799999	-0.0007571876251	nan	37694	37694	0
0.157	10.5	-0.0132809387507	-0.000281238750709	-0.000281238750709	0.00899999	-0.000281238750709	nan	37930	37930	0
0.158	11.5	-0.0148133925627	-0.00081369256267	-0.00081369256267	0	-0.00081369256267	nan	38057	38057	0
0.159	12.5	-0.0163546158211	-0.000354915821096	-0.000354915821096	0.00899999	-0.000354915821096	nan	38293	38293	0
0.16	13.5	-0.0179043452051	-0.000904645205094	-0.000904645205094	0	-0.000904645205094	nan	38420	38420	0
0.161	14.5	-0.0194626251011	-0.0004629251011	-0.0004629251011	0	-0.0004629251011	nan	38657	38657	0
