requested_relative_ms	sample_time_s	sample_relative_ms	file	jet_top_mm	base_radius_mm	max_radius_mm	max_to_base_ratio	upper_mean_radius_mm	lower_mean_radius_mm	upper_to_lower_ratio	layers_with_multiple_central_crossings	max_central_crossings
63.5	0.20975	63.4166666667	interface-000209750us.dat	6.29177148747	3.20526728671	3.7424343865	1.16758886287	3.59318701608	3.38684847479	1.06092346405	0	1
64	0.21025	63.9166666667	interface-000210250us.dat	6.34510319568	3.17669048936	3.71955721357	1.17089065681	3.59349858199	3.37547480244	1.06459055165	0	1
64.5	0.21075	64.4166666667	interface-000210750us.dat	6.39729143624	3.1489486291	3.69650522455	1.17388552814	3.56212142739	3.36281056069	1.0592691331	1	2
65	0.21125	64.9166666667	interface-000211250us.dat	6.45034742063	3.12234223438	3.67674543676	1.17756003691	3.56553095148	3.36708635987	1.05893659099	1	2
65.5	0.21175	65.4166666667	interface-000211750us.dat	6.50328370598	3.09688554636	3.73007293866	1.20445941021	3.5963799921	3.35280533277	1.07264801715	1	2
66	0.21225	65.9166666667	interface-000212250us.dat	6.55611278494	3.07252229763	3.7027430584	1.20511511381	3.59646617042	3.33756530865	1.07757177398	0	1
66.5	0.21275	66.4166666667	interface-000212750us.dat	6.60985114455	3.04912679536	3.68115993669	1.20728332527	3.55699426117	3.32128750694	1.0709684885	1	2
67	0.21325	66.9166666667	interface-000213250us.dat	6.6635146376	3.03761268958	3.69175236572	1.21534663665	3.56378051613	3.3047091745	1.0783945963	2	2
67.5	0.21375	67.4166666667	interface-000213750us.dat	6.71911925166	3.01708250912	3.66437477986	1.21454244913	3.55905960715	3.28779355288	1.08250702178	0	1
68	0.21425	67.9166666667	interface-000214250us.dat	6.77768095483	2.99759273988	3.63836818505	1.21376334304	3.55388722898	3.27079805001	1.08655049155	0	1
68.5	0.21475	68.4166666667	interface-000214750us.dat	6.83721409942	2.97890463468	3.68639361151	1.23749970664	3.55258646628	3.25388268127	1.09179918708	1	2
69	0.21525	68.9166666667	interface-000215250us.dat	6.89773189632	2.96126433179	3.65261782654	1.23346564754	3.50885319951	3.23568906478	1.08442224493	2	2
69.5	0.21575	69.4166666667	interface-000215750us.dat	6.95824715367	2.9440245074	3.62426611518	1.23105840528	3.51013884665	3.21676365881	1.0912019716	0	1
70	0.21625	69.9166666667	interface-000216250us.dat	7.01977118126	2.92685074617	3.60160205147	1.23053833756	3.52167444605	3.19822462721	1.10113417803	0	1
70.5	0.21675	70.4166666667	interface-000216750us.dat	7.08031441238	2.91019361873	3.62212450505	1.24463351227	3.52549251541	3.18013590007	1.10859806819	1	2
71	0.21725	70.9166666667	interface-000217250us.dat	7.1408869934	2.89457664613	3.59595693308	1.24230841767	3.51934384548	3.16336729279	1.11253089501	0	1
71.5	0.21775	71.4166666667	interface-000217750us.dat	7.19949821088	2.87794400971	3.57401502568	1.24186398819	3.48061195222	3.17080399657	1.09770643533	0	1
72	0.21825	71.9166666667	interface-000218250us.dat	7.25615680485	2.79685746507	3.59145151908	1.28410244853	3.4891503845	3.15608437931	1.10553140067	2	2
72.5	0.21875	72.4166666667	interface-000218750us.dat	7.31187130096	2.77629401974	3.56620538697	1.28452006942	3.48268646676	3.14260344195	1.10821697077	2	2
73	0.21925	72.9166666667	interface-000219250us.dat	7.36664941188	2.75427259239	3.54609166062	1.28748754587	3.49046198061	3.13002795601	1.11515361194	3	2
